State,Area_name,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
NY,Orleans County,"3,821","11,503","9,601","4,707",12.9,38.8,32.4,15.9
NY,Oswego County,"9,804","30,175","25,276","14,894",12.2,37.6,31.5,18.6
NY,Otsego County,"3,497","12,780","11,305","12,325",8.8,32.0,28.3,30.9
NY,Putnam County,"4,951","18,926","18,394","28,027",7.0,26.9,26.2,39.9
NY,Queens County,"303,881","454,105","369,271","518,999",18.5,27.6,22.4,31.5
NY,Rensselaer County,"9,302","32,314","35,983","33,483",8.4,29.1,32.4,30.1
NY,Richmond County,"37,675","101,738","81,014","108,326",11.5,30.9,24.6,33.0
NY,Rockland County,"24,580","45,768","50,529","82,632",12.1,22.5,24.8,40.6
NY,St. Lawrence County,"8,100","26,522","20,259","16,975",11.3,36.9,28.2,23.6
NY,Saratoga County,"9,508","39,539","45,544","66,902",5.9,24.5,28.2,41.4
NY,Schenectady County,"10,381","31,383","31,616","33,580",9.7,29.3,29.6,31.4
NY,Schoharie County,"2,306","8,205","6,748","4,951",10.4,36.9,30.4,22.3
NY,Schuyler County,"1,414","4,824","4,025","2,937",10.7,36.5,30.5,22.3
NY,Seneca County,"3,612","8,665","7,345","5,181",14.6,34.9,29.6,20.9
NY,Steuben County,"6,811","25,439","20,090","15,729",10.0,37.4,29.5,23.1
NY,Suffolk County,"98,607","287,538","276,327","366,348",9.6,27.9,26.9,35.6
NY,Sullivan County,"7,344","17,834","15,609","12,314",13.8,33.6,29.4,23.2
NY,Tioga County,"3,192","12,549","10,149","8,849",9.2,36.1,29.2,25.5
NY,Tompkins County,"3,447","11,592","13,231","31,512",5.8,19.4,22.1,52.7
NY,Ulster County,"12,295","38,655","37,135","41,847",9.5,29.8,28.6,32.2
NY,Warren County,"3,989","15,212","14,250","14,339",8.3,31.8,29.8,30.0
NY,Washington County,"5,519","17,111","13,058","9,151",12.3,38.2,29.1,20.4
NY,Wayne County,"6,738","22,077","20,784","14,229",10.6,34.6,32.6,22.3
NY,Westchester County,"81,329","130,268","133,464","320,897",12.2,19.6,20.0,48.2
NY,Wyoming County,"3,022","11,861","9,440","4,821",10.4,40.7,32.4,16.5
NY,Yates County,"2,287","5,643","4,616","4,051",13.8,34.0,27.8,24.4
NC,North Carolina,"869,866","1,780,253","2,132,449","2,099,206",12.6,25.9,31.0,30.5
NC,Alamance County,"15,629","29,784","36,737","25,881",14.5,27.6,34.0,24.0
NC,Alexander County,"4,924","10,321","7,551","3,930",18.4,38.6,28.3,14.7
NC,Alleghany County,"1,926","2,430","2,513","1,374",23.4,29.5,30.5,16.7
NC,Anson County,"3,522","7,504","5,336","1,730",19.5,41.5,29.5,9.6
NC,Ashe County,"3,187","6,534","6,663","3,848",15.8,32.3,32.9,19.0
NC,Avery County,"2,325","3,900","4,198","2,701",17.7,29.7,32.0,20.6
NC,Beaufort County,"4,188","11,331","11,660","6,533",12.4,33.6,34.6,19.4
NC,Bertie County,"3,095","5,529","3,966","1,945",21.3,38.0,27.3,13.4
NC,Bladen County,"4,798","8,075","7,640","3,636",19.9,33.4,31.6,15.1
NC,Brunswick County,"9,523","28,379","32,838","28,368",9.6,28.6,33.1,28.6
NC,Buncombe County,"16,793","43,596","52,790","72,933",9.0,23.4,28.4,39.2
NC,Burke County,"12,258","19,602","21,751","10,663",19.1,30.5,33.8,16.6
NC,Cabarrus County,"13,302","33,485","44,796","41,472",10.0,25.2,33.7,31.2
NC,Caldwell County,"11,913","19,103","18,775","8,965",20.3,32.5,32.0,15.3
NC,Camden County,"1,042","2,097","2,818","1,302",14.4,28.9,38.8,17.9
NC,Carteret County,"4,603","13,055","19,545","14,752",8.9,25.1,37.6,28.4
NC,Caswell County,"3,424","5,544","5,123","2,581",20.5,33.3,30.7,15.5
NC,Catawba County,"16,024","33,069","35,333","23,742",14.8,30.6,32.7,21.9
NC,Chatham County,"6,026","10,910","13,036","21,089",11.8,21.4,25.5,41.3
NC,Cherokee County,"2,912","7,354","6,879","4,086",13.7,34.6,32.4,19.2
NC,Chowan County,"1,682","3,598","3,150","2,075",16.0,34.3,30.0,19.8
NC,Clay County,958,"2,834","2,616","1,890",11.5,34.2,31.5,22.8
NC,Cleveland County,"10,650","23,073","21,169","11,566",16.0,34.7,31.9,17.4
NC,Columbus County,"7,262","13,660","13,310","5,144",18.4,34.7,33.8,13.1
NC,Craven County,"7,957","17,478","24,669","17,352",11.8,25.9,36.6,25.7
NC,Cumberland County,"19,001","52,253","82,315","51,252",9.3,25.5,40.2,25.0
NC,Currituck County,"1,980","5,059","7,019","4,220",10.8,27.7,38.4,23.1
NC,Dare County,"1,793","6,180","9,892","8,785",6.7,23.2,37.1,33.0
NC,Davidson County,"19,082","38,062","36,809","21,270",16.6,33.0,31.9,18.5
NC,Davie County,"3,979","9,386","9,680","6,863",13.3,31.4,32.4,22.9
NC,Duplin County,"10,317","12,972","12,211","4,436",25.8,32.5,30.6,11.1
NC,Durham County,"24,310","36,237","49,422","99,488",11.6,17.3,23.6,47.5
NC,Edgecombe County,"7,438","13,628","10,885","4,629",20.3,37.3,29.8,12.7
NC,Forsyth County,"27,935","63,603","72,926","84,008",11.2,25.6,29.3,33.8
NC,Franklin County,"7,114","13,198","14,976","9,526",15.9,29.5,33.4,21.3
NC,Gaston County,"22,783","46,018","49,695","30,712",15.3,30.8,33.3,20.6
NC,Gates County,"1,145","3,032","2,964","1,204",13.7,36.3,35.5,14.4
NC,Graham County,"1,151","2,249","1,827",815,19.0,37.2,30.2,13.5
NC,Granville County,"6,522","12,936","12,677","9,243",15.8,31.3,30.6,22.3
NC,Greene County,"3,870","4,861","4,640","1,571",25.9,32.5,31.1,10.5
NC,Guilford County,"37,932","82,991","104,817","122,918",10.9,23.8,30.1,35.3
NC,Halifax County,"8,203","13,753","9,182","5,253",22.5,37.8,25.2,14.4
NC,Harnett County,"11,435","25,063","29,886","17,367",13.7,29.9,35.7,20.7
NC,Haywood County,"5,383","11,993","16,512","11,287",11.9,26.5,36.6,25.0
NC,Henderson County,"8,546","20,478","28,435","26,740",10.1,24.3,33.8,31.8
NC,Hertford County,"3,477","5,307","5,496","2,451",20.8,31.7,32.8,14.6
NC,Hoke County,"4,769","9,475","13,584","6,272",14.0,27.8,39.8,18.4
NC,Hyde County,709,"1,602","1,182",363,18.4,41.5,30.7,9.4
NC,Iredell County,"13,015","33,120","39,423","32,473",11.0,28.1,33.4,27.5
NC,Jackson County,"3,141","7,205","8,407","8,226",11.6,26.7,31.2,30.5
NC,Johnston County,"17,373","37,055","44,435","27,592",13.7,29.3,35.1,21.8
NC,Jones County,"1,337","2,213","2,771",950,18.4,30.4,38.1,13.1
NC,Lee County,"6,663","10,936","14,225","8,421",16.6,27.2,35.3,20.9
NC,Lenoir County,"7,800","12,800","13,430","5,785",19.6,32.1,33.7,14.5
NC,Lincoln County,"8,357","18,013","19,152","12,375",14.4,31.1,33.1,21.4
NC,McDowell County,"5,283","10,909","10,901","5,498",16.2,33.5,33.4,16.9
NC,Macon County,"2,938","7,914","8,768","6,252",11.4,30.6,33.9,24.2
NC,Madison County,"2,229","4,678","4,136","4,213",14.6,30.7,27.1,27.6
NC,Martin County,"2,767","5,712","5,301","2,788",16.7,34.5,32.0,16.8
NC,Mecklenburg County,"69,881","122,374","196,799","315,345",9.9,17.4,27.9,44.8
NC,Mitchell County,"1,721","3,744","3,580","2,091",15.5,33.6,32.1,18.8
NC,Montgomery County,"3,933","6,628","5,637","2,795",20.7,34.9,29.7,14.7
NC,Moore County,"6,633","15,230","21,771","25,502",9.6,22.0,31.5,36.9
NC,Nash County,"9,439","21,746","19,963","13,505",14.6,33.6,30.9,20.9
NC,New Hanover County,"10,768","32,914","49,018","59,967",7.1,21.6,32.1,39.3
NC,Northampton County,"3,088","5,964","4,052","1,925",20.5,39.7,27.0,12.8
NC,Onslow County,"9,045","30,077","42,008","22,050",8.8,29.2,40.7,21.4
NC,Orange County,"6,478","13,182","18,090","51,193",7.3,14.8,20.3,57.6
NC,Pamlico County,"1,192","3,011","3,813","1,928",12.0,30.3,38.3,19.4
NC,Pasquotank County,"3,625","8,466","9,225","5,498",13.5,31.6,34.4,20.5
NC,Pender County,"5,189","12,059","13,349","11,001",12.5,29.0,32.1,26.4
NC,Perquimans County,"1,361","3,112","3,581","2,060",13.5,30.8,35.4,20.4
NC,Person County,"3,813","10,112","9,727","4,272",13.7,36.2,34.8,15.3
NC,Pitt County,"11,323","25,219","36,324","34,023",10.6,23.6,34.0,31.8
NC,Polk County,"1,433","4,108","5,248","5,014",9.1,26.0,33.2,31.7
NC,Randolph County,"18,335","33,355","31,381","15,559",18.6,33.8,31.8,15.8
NC,Richmond County,"6,035","10,681","9,590","4,264",19.7,34.9,31.4,13.9
NC,Robeson County,"19,647","29,092","25,599","11,320",22.9,34.0,29.9,13.2
NC,Rockingham County,"11,394","22,602","21,679","9,789",17.4,34.5,33.1,15.0
NC,Rowan County,"14,118","31,477","32,308","17,953",14.7,32.8,33.7,18.7
NC,Rutherford County,"8,245","15,142","15,844","8,193",17.4,31.9,33.4,17.3
NC,Sampson County,"9,492","14,171","13,427","5,427",22.3,33.3,31.6,12.8
NC,Scotland County,"4,771","8,063","7,165","3,675",20.2,34.1,30.3,15.5
NC,Stanly County,"6,359","14,813","14,742","6,741",14.9,34.7,34.6,15.8
NC,Stokes County,"5,529","13,815","9,787","4,471",16.5,41.1,29.1,13.3
NC,Surry County,"10,995","14,834","16,350","8,498",21.7,29.3,32.3,16.8
NC,Swain County,"2,141","3,067","3,076","1,573",21.7,31.1,31.2,16.0
NC,Transylvania County,"2,900","6,837","7,641","7,987",11.4,27.0,30.1,31.5
NC,Tyrrell County,809,"1,298",877,320,24.5,39.3,26.5,9.7
NC,Union County,"14,675","35,959","43,240","50,162",10.2,25.0,30.0,34.8
NC,Vance County,"5,998","11,076","8,994","3,867",20.0,37.0,30.0,12.9
NC,Wake County,"50,481","107,053","177,117","360,231",7.3,15.4,25.5,51.8
NC,Warren County,"2,813","4,909","4,456","2,239",19.5,34.1,30.9,15.5
NC,Washington County,"1,683","2,998","2,759",946,20.1,35.8,32.9,11.3
NC,Watauga County,"3,243","6,294","8,558","12,889",10.5,20.3,27.6,41.6
NC,Wayne County,"13,051","25,056","27,947","16,051",15.9,30.5,34.0,19.5
NC,Wilkes County,"10,522","15,436","15,483","7,626",21.4,31.5,31.6,15.5
NC,Wilson County,"10,880","17,631","15,920","10,821",19.7,31.9,28.8,19.6
NC,Yadkin County,"5,052","9,234","9,335","3,012",19.0,34.7,35.1,11.3
NC,Yancey County,"2,076","4,278","4,146","2,619",15.8,32.6,31.6,20.0
ND,North Dakota,"36,794","131,264","177,779","144,396",7.5,26.8,36.3,29.5
ND,Adams County,76,567,563,483,4.5,33.6,33.3,28.6
ND,Barnes County,653,"2,150","2,745","2,078",8.6,28.2,36.0,27.2
ND,Benson County,608,"1,168","1,528",611,15.5,29.8,39.0,15.6
ND,Billings County,77,219,209,180,11.2,32.0,30.5,26.3
ND,Bottineau County,407,"1,347","1,767","1,096",8.8,29.2,38.3,23.7
ND,Bowman County,211,660,759,523,9.8,30.7,35.3,24.3
ND,Burke County,98,421,589,318,6.9,29.5,41.3,22.3
ND,Burleigh County,"3,808","14,759","22,492","22,191",6.0,23.3,35.6,35.1
ND,Cass County,"5,990","21,590","38,753","43,120",5.5,19.7,35.4,39.4
ND,Cavalier County,233,823,"1,116",584,8.5,29.9,40.5,21.2
ND,Dickey County,335,954,"1,193",905,9.9,28.2,35.2,26.7
ND,Divide County,107,672,714,337,5.8,36.7,39.0,18.4
ND,Dunn County,296,"1,049","1,026",630,9.9,35.0,34.2,21.0
ND,Eddy County,164,510,570,399,10.0,31.0,34.7,24.3
ND,Emmons County,325,904,868,414,12.9,36.0,34.6,16.5
ND,Foster County,181,661,928,563,7.8,28.3,39.8,24.1
ND,Golden Valley County,100,321,510,364,7.7,24.8,39.4,28.1
ND,Grand Forks County,"2,117","9,566","15,263","14,220",5.1,23.2,37.1,34.5
ND,Grant County,157,664,648,310,8.8,37.3,36.4,17.4
ND,Griggs County,162,516,570,437,9.6,30.6,33.8,25.9
ND,Hettinger County,253,668,699,272,13.4,35.3,36.9,14.4
ND,Kidder County,174,606,645,310,10.0,34.9,37.2,17.9
ND,LaMoure County,470,817,954,707,15.9,27.7,32.4,24.0
ND,Logan County,191,516,487,235,13.4,36.1,34.1,16.4
ND,McHenry County,422,"1,418","1,494",824,10.1,34.1,35.9,19.8
ND,McIntosh County,404,602,681,341,19.9,29.7,33.6,16.8
ND,McKenzie County,625,"2,191","2,800","1,987",8.2,28.8,36.8,26.1
ND,McLean County,572,"2,373","2,591","1,428",8.2,34.1,37.2,20.5
ND,Mercer County,443,"1,635","2,655","1,307",7.3,27.1,44.0,21.6
ND,Morton County,"1,800","6,540","7,404","5,613",8.4,30.6,34.7,26.3
ND,Mountrail County,581,"2,048","2,486","1,324",9.0,31.8,38.6,20.6
ND,Nelson County,183,681,840,499,8.3,30.9,38.1,22.7
ND,Oliver County,135,415,516,245,10.3,31.7,39.4,18.7
ND,Pembina County,583,"1,676","1,808","1,040",11.4,32.8,35.4,20.4
ND,Pierce County,243,"1,066","1,125",579,8.1,35.4,37.3,19.2
ND,Ramsey County,643,"2,275","2,894","2,058",8.2,28.9,36.8,26.1
ND,Ransom County,281,"1,497","1,298",753,7.3,39.1,33.9,19.7
ND,Renville County,104,591,740,311,6.0,33.8,42.4,17.8
ND,Richland County,993,"2,909","4,390","2,283",9.4,27.5,41.5,21.6
ND,Rolette County,"1,143","2,092","3,419","1,660",13.7,25.2,41.1,20.0
ND,Sargent County,234,"1,038","1,058",495,8.3,36.7,37.5,17.5
ND,Sheridan County,158,410,408,120,14.4,37.4,37.2,10.9
ND,Sioux County,380,762,843,385,16.0,32.2,35.6,16.2
ND,Slope County,56,146,181,138,10.7,28.0,34.7,26.5
ND,Stark County,"1,646","6,620","7,207","4,595",8.2,33.0,35.9,22.9
ND,Steele County,51,406,552,383,3.7,29.2,39.7,27.5
ND,Stutsman County,"1,292","5,017","4,770","3,409",8.9,34.6,32.9,23.5
ND,Towner County,132,531,687,300,8.0,32.2,41.6,18.2
ND,Traill County,396,"1,382","2,183","1,449",7.3,25.5,40.4,26.8
ND,Walsh County,"1,081","2,595","2,692","1,285",14.1,33.9,35.2,16.8
ND,Ward County,"2,854","13,459","14,741","12,246",6.6,31.1,34.0,28.3
ND,Wells County,450,"1,025",860,662,15.0,34.2,28.7,22.1
ND,Williams County,"1,716","5,736","8,860","5,390",7.9,26.4,40.8,24.8
OH,Ohio,"786,160","2,639,478","2,305,877","2,205,570",9.9,33.3,29.1,27.8
OH,Adams County,"3,942","8,258","4,285","2,437",20.8,43.6,22.6,12.9
OH,Allen County,"7,192","26,653","22,997","12,347",10.4,38.5,33.2,17.8
OH,Ashland County,"4,033","15,148","8,770","7,468",11.4,42.8,24.8,21.1
OH,Ashtabula County,"9,608","30,434","18,792","9,666",14.0,44.4,27.4,14.1
OH,Athens County,"3,827","12,773","9,148","10,892",10.4,34.9,25.0,29.7
OH,Auglaize County,"2,110","13,513","9,455","5,842",6.8,43.7,30.6,18.9
OH,Belmont County,"4,832","21,588","15,921","8,192",9.6,42.7,31.5,16.2
OH,Brown County,"3,814","13,953","8,213","4,305",12.6,46.1,27.1,14.2
OH,Butler County,"23,331","79,198","67,045","72,022",9.7,32.8,27.8,29.8
OH,Carroll County,"2,233","9,458","5,370","2,677",11.3,47.9,27.2,13.6
OH,Champaign County,"2,501","12,720","7,548","3,990",9.3,47.5,28.2,14.9
OH,Clark County,"11,551","33,945","29,653","17,195",12.5,36.8,32.1,18.6
OH,Clermont County,"13,641","45,984","40,592","38,958",9.8,33.0,29.2,28.0
OH,Clinton County,"3,236","11,146","8,473","5,244",11.5,39.7,30.2,18.7
OH,Columbiana County,"9,076","33,589","20,811","11,056",12.2,45.1,27.9,14.8
OH,Coshocton County,"3,979","12,229","5,899","3,149",15.8,48.4,23.4,12.5
OH,Crawford County,"2,872","13,518","8,780","4,376",9.7,45.8,29.7,14.8
OH,Cuyahoga County,"93,264","245,164","257,850","279,259",10.7,28.0,29.5,31.9
OH,Darke County,"3,294","17,172","9,688","5,185",9.3,48.6,27.4,14.7
OH,Defiance County,"2,072","11,388","8,119","4,320",8.0,44.0,31.3,16.7
OH,Delaware County,"4,222","24,222","30,233","69,867",3.3,18.8,23.5,54.4
OH,Erie County,"4,331","20,267","16,821","12,194",8.1,37.8,31.4,22.7
OH,Fairfield County,"7,872","34,633","32,438","28,000",7.6,33.6,31.5,27.2
OH,Fayette County,"2,713","9,238","4,450","3,154",13.9,47.2,22.8,16.1
OH,Franklin County,"76,705","210,382","228,179","333,337",9.0,24.8,26.9,39.3
OH,Fulton County,"2,527","11,842","9,327","4,911",8.8,41.4,32.6,17.2
OH,Gallia County,"3,769","8,427","5,353","3,173",18.2,40.7,25.8,15.3
OH,Geauga County,"6,077","16,085","17,486","24,452",9.5,25.1,27.3,38.1
OH,Greene County,"7,391","27,141","33,323","43,370",6.6,24.4,30.0,39.0
OH,Guernsey County,"3,865","12,071","7,575","3,877",14.1,44.1,27.7,14.2
OH,Hamilton County,"49,310","144,453","150,363","203,222",9.0,26.4,27.5,37.1
OH,Hancock County,"3,999","18,696","15,157","13,765",7.7,36.2,29.4,26.7
OH,Hardin County,"2,022","9,283","4,689","3,175",10.5,48.4,24.5,16.6
OH,Harrison County,"1,568","5,311","3,025","1,111",14.2,48.2,27.5,10.1
OH,Henry County,"1,302","8,109","5,971","3,382",6.9,43.2,31.8,18.0
OH,Highland County,"4,631","13,285","7,687","3,683",15.8,45.4,26.2,12.6
OH,Hocking County,"2,063","8,966","6,033","2,961",10.3,44.8,30.1,14.8
OH,Holmes County,"10,761","8,426","3,934","2,253",42.4,33.2,15.5,8.9
OH,Huron County,"4,628","18,335","11,045","5,354",11.8,46.6,28.1,13.6
OH,Jackson County,"3,416","9,252","6,070","3,372",15.5,41.8,27.5,15.3
OH,Jefferson County,"4,593","20,628","15,023","7,291",9.7,43.4,31.6,15.3
OH,Knox County,"3,733","15,990","11,156","9,122",9.3,40.0,27.9,22.8
OH,Lake County,"13,190","52,508","53,096","45,976",8.0,31.9,32.2,27.9
OH,Lawrence County,"5,755","18,549","12,190","6,110",13.5,43.5,28.6,14.3
OH,Licking County,"10,209","40,348","35,129","30,402",8.8,34.8,30.3,26.2
OH,Logan County,"2,705","15,215","8,176","4,982",8.7,49.0,26.3,16.0
OH,Lorain County,"21,800","66,521","71,981","50,672",10.3,31.5,34.1,24.0
OH,Lucas County,"31,510","86,684","96,902","76,672",10.8,29.7,33.2,26.3
OH,Madison County,"4,071","13,026","8,966","5,317",13.0,41.5,28.6,16.9
OH,Mahoning County,"14,934","62,331","47,306","39,658",9.1,38.0,28.8,24.1
OH,Marion County,"5,750","20,094","14,408","6,070",12.4,43.4,31.1,13.1
OH,Medina County,"6,282","38,916","36,879","41,020",5.1,31.6,30.0,33.3
OH,Meigs County,"2,855","6,919","4,665","2,125",17.2,41.8,28.2,12.8
OH,Mercer County,"2,249","12,548","7,672","4,505",8.3,46.5,28.4,16.7
OH,Miami County,"7,121","26,778","22,438","16,425",9.8,36.8,30.8,22.6
OH,Monroe County,"1,214","5,325","2,453","1,215",11.9,52.2,24.0,11.9
OH,Montgomery County,"36,035","102,039","125,902","99,765",9.9,28.1,34.6,27.4
OH,Morgan County,"1,413","4,761","3,085","1,181",13.5,45.6,29.5,11.3
OH,Morrow County,"3,200","10,639","6,821","3,230",13.4,44.5,28.6,13.5
OH,Muskingum County,"7,410","24,568","17,351","9,043",12.7,42.1,29.7,15.5
OH,Noble County,"1,644","5,422","2,844","1,132",14.9,49.1,25.8,10.3
OH,Ottawa County,"2,418","10,747","10,340","6,797",8.0,35.5,34.1,22.4
OH,Paulding County,"1,397","6,361","3,444","1,839",10.7,48.8,26.4,14.1
OH,Perry County,"3,501","10,995","6,991","3,009",14.3,44.9,28.5,12.3
OH,Pickaway County,"5,081","16,315","11,011","7,401",12.8,41.0,27.7,18.6
OH,Pike County,"3,678","7,834","5,193","2,666",19.0,40.4,26.8,13.8
OH,Portage County,"8,264","38,005","28,447","30,033",7.9,36.3,27.2,28.7
OH,Preble County,"3,041","12,513","8,582","4,533",10.6,43.6,29.9,15.8
OH,Putnam County,"1,528","9,565","6,882","4,575",6.8,42.4,30.5,20.3
OH,Richland County,"11,178","33,722","24,708","15,081",13.2,39.8,29.2,17.8
OH,Ross County,"7,216","22,986","15,049","9,030",13.3,42.3,27.7,16.6
OH,Sandusky County,"3,993","17,290","13,056","6,545",9.8,42.3,31.9,16.0
OH,Scioto County,"8,026","22,172","14,712","7,909",15.2,42.0,27.9,15.0
OH,Seneca County,"3,283","17,094","11,084","5,639",8.8,46.1,29.9,15.2
OH,Shelby County,"3,208","13,771","9,767","5,636",9.9,42.5,30.2,17.4
OH,Stark County,"22,563","97,990","79,824","59,146",8.7,37.8,30.8,22.8
OH,Summit County,"31,983","115,730","109,619","121,428",8.4,30.6,28.9,32.1
OH,Trumbull County,"15,747","64,608","36,963","26,566",10.9,44.9,25.7,18.5
OH,Tuscarawas County,"9,061","29,307","15,602","10,125",14.1,45.7,24.3,15.8
OH,Union County,"2,781","12,750","9,498","12,308",7.4,34.1,25.4,33.0
OH,Van Wert County,"1,736","8,923","5,557","3,131",9.0,46.1,28.7,16.2
OH,Vinton County,"1,850","4,232","2,020","1,051",20.2,46.2,22.1,11.5
OH,Warren County,"9,904","39,228","38,397","64,179",6.5,25.9,25.3,42.3
OH,Washington County,"3,917","18,030","12,930","8,301",9.1,41.8,29.9,19.2
OH,Wayne County,"10,710","30,089","18,829","16,682",14.0,39.4,24.7,21.9
OH,Williams County,"2,686","11,117","7,949","3,834",10.5,43.4,31.1,15.0
OH,Wood County,"4,755","24,954","23,986","26,607",5.9,31.1,29.9,33.1
OH,Wyandot County,"1,402","7,086","4,426","2,413",9.1,46.2,28.9,15.7
OK,Oklahoma,"313,788","806,407","805,736","648,070",12.2,31.3,31.3,25.2
OK,Adair County,"2,837","6,539","3,313","1,662",19.8,45.6,23.1,11.6
OK,Alfalfa County,568,"1,681","1,186",867,13.2,39.1,27.6,20.2
OK,Atoka County,"1,681","3,934","2,622","1,452",17.3,40.6,27.1,15.0
OK,Beaver County,573,"1,306","1,034",715,15.8,36.0,28.5,19.7
OK,Beckham County,"1,935","5,729","4,671","2,588",13.0,38.4,31.3,17.3
OK,Blaine County,"1,232","2,428","2,217","1,170",17.5,34.5,31.5,16.6
OK,Bryan County,"4,273","9,782","9,522","6,981",14.0,32.0,31.2,22.8
OK,Caddo County,"2,819","7,747","5,705","3,163",14.5,39.9,29.4,16.3
OK,Canadian County,"6,955","26,595","32,516","24,204",7.7,29.5,36.0,26.8
OK,Carter County,"4,046","11,696","9,770","6,625",12.6,36.4,30.4,20.6
OK,Cherokee County,"4,503","9,536","8,714","7,604",14.8,31.4,28.7,25.0
OK,Choctaw County,"1,887","4,010","3,024","1,251",18.6,39.4,29.7,12.3
OK,Cimarron County,213,580,416,354,13.6,37.1,26.6,22.6
OK,Cleveland County,"14,082","44,938","59,386","56,913",8.0,25.6,33.9,32.5
OK,Coal County,626,"1,575",913,665,16.6,41.7,24.2,17.6
OK,Comanche County,"8,012","24,826","27,109","17,447",10.4,32.1,35.0,22.5
OK,Cotton County,576,"1,766","1,190",536,14.2,43.4,29.3,13.2
OK,Craig County,"1,367","4,074","3,220","1,509",13.4,40.1,31.7,14.8
OK,Creek County,"6,393","19,554","14,433","7,885",13.2,40.5,29.9,16.3
OK,Custer County,"2,404","5,213","5,054","4,338",14.1,30.6,29.7,25.5
OK,Delaware County,"4,875","10,803","9,324","5,329",16.1,35.6,30.7,17.6
OK,Dewey County,232,"1,265",926,787,7.2,39.4,28.8,24.5
OK,Ellis County,358,"1,091",813,565,12.7,38.6,28.8,20.0
OK,Garfield County,"4,785","14,893","11,751","9,072",11.8,36.8,29.0,22.4
OK,Garvin County,"2,671","8,396","4,846","2,703",14.3,45.1,26.0,14.5
OK,Grady County,"3,971","14,665","10,974","7,279",10.8,39.8,29.7,19.7
OK,Grant County,300,"1,049",975,699,9.9,34.7,32.3,23.1
OK,Greer County,676,"1,561","1,454",574,15.8,36.6,34.1,13.5
OK,Harmon County,446,453,620,412,23.1,23.5,32.1,21.3
OK,Harper County,470,812,773,580,17.8,30.8,29.3,22.0
OK,Haskell County,"1,581","3,242","2,563","1,277",18.3,37.4,29.6,14.7
OK,Hughes County,"1,704","3,633","2,735","1,200",18.4,39.2,29.5,12.9
OK,Jackson County,"2,784","4,480","5,559","3,383",17.2,27.6,34.3,20.9
OK,Jefferson County,725,"1,672","1,255",588,17.1,39.4,29.6,13.9
OK,Johnston County,"1,198","2,651","2,327","1,281",16.1,35.6,31.2,17.2
OK,Kay County,"3,981","9,697","10,344","5,661",13.4,32.7,34.8,19.1
OK,Kingfisher County,"1,317","3,588","2,841","2,389",13.0,35.4,28.0,23.6
OK,Kiowa County,"1,019","2,263","1,870","1,088",16.3,36.3,30.0,17.4
OK,Latimer County,869,"2,572","2,435","1,223",12.2,36.2,34.3,17.2
OK,Le Flore County,"5,880","13,555","9,153","5,089",17.5,40.3,27.2,15.1
OK,Lincoln County,"3,242","9,292","7,585","3,573",13.7,39.2,32.0,15.1
