i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
MS,Kemper County,"1,140","2,560","2,372",752,16.7,37.5,34.8,11,MS,"2,427","1,858","2,996",27.5,21.1,33.9,712,530,894,39.4,29.3,49.5,479,329,629,35,24,46,"33,437","31,167","35,707",MS,"3,566","3,299",267,7.5,"33,437",74.7
MS,Leake County,"3,336","5,379","4,097","1,883",22.7,36.6,27.9,12.8,MS,"5,335","4,361","6,309",25.4,20.8,30,"1,920","1,469","2,371",39.7,30.4,49,"1,377","1,021","1,733",39.5,29.3,49.7,"37,212","33,287","41,137",MS,"7,832","7,436",396,5.1,"37,212",83.2
MS,Leflore County,"3,834","6,599","4,481","3,157",21.2,36.5,24.8,17.5,MS,"9,655","7,993","11,317",35.1,29.1,41.1,"3,862","3,020","4,704",49,38.3,59.7,"2,702","2,066","3,338",47.5,36.3,58.7,"29,244","26,020","32,468",MS,"9,945","9,250",695,7,"29,244",65.4
MS,Neshoba County,"4,081","6,343","5,972","2,285",21.8,34,32,12.2,MS,"7,701","6,684","8,718",26.9,23.4,30.4,"3,015","2,501","3,529",37.6,31.2,44,"2,116","1,708","2,524",35.5,28.7,42.3,"36,236","32,765","39,707",MS,"10,158","9,645",513,5.1,"36,236",81
MS,Noxubee County,"1,960","2,269","1,863",952,27.8,32.2,26.4,13.5,MS,"3,001","2,331","3,671",29,22.5,35.5,"1,044",743,"1,345",40.8,29,52.6,730,490,970,40.5,27.2,53.8,"32,167","28,902","35,432",MS,"3,803","3,545",258,6.8,"32,167",71.9
MS,Oktibbeha County,"2,413","5,191","6,747","11,040",9.5,20.4,26.6,43.5,MS,"12,296","10,639","13,953",27.3,23.6,31,"2,330","1,717","2,943",26.7,19.7,33.7,"1,719","1,254","2,184",28.1,20.5,35.7,"39,130","35,449","42,811",MS,"22,346","21,282","1,064",4.8,"39,130",87.5
MS,Panola County,"4,870","8,511","5,791","3,346",21.6,37.8,25.7,14.9,MS,"7,391","5,681","9,101",21.8,16.8,26.8,"2,873","2,051","3,695",34.4,24.5,44.3,"2,072","1,431","2,713",34.4,23.8,45,"39,198","35,829","42,567",MS,"12,826","12,043",783,6.1,"39,198",87.6
MS,Pearl River County,"6,010","11,239","14,138","6,153",16,29.9,37.7,16.4,MS,"9,761","7,724","11,798",18.1,14.3,21.9,"3,235","2,370","4,100",26.2,19.2,33.2,"2,283","1,612","2,954",24.9,17.6,32.2,"45,268","40,707","49,829",MS,"23,505","22,382","1,123",4.8,"45,268",101.2
MS,Pontotoc County,"4,730","6,133","6,135","3,211",23.4,30.3,30.4,15.9,MS,"5,185","4,257","6,113",16.5,13.6,19.4,"2,164","1,717","2,611",26.2,20.8,31.6,"1,562","1,234","1,890",25.8,20.4,31.2,"44,297","40,247","48,347",MS,"14,603","14,036",567,3.9,"44,297",99
MS,Prentiss County,"3,614","5,721","5,565","2,080",21.3,33.7,32.8,12.2,MS,"4,808","3,938","5,678",19.8,16.2,23.4,"1,544","1,188","1,900",28.1,21.6,34.6,"1,013",727,"1,299",25.3,18.2,32.4,"41,281","37,551","45,011",MS,"11,235","10,747",488,4.3,"41,281",92.3
MS,Rankin County,"10,913","27,165","35,159","30,215",10.5,26.3,34,29.2,MS,"14,162","11,349","16,975",9.6,7.7,11.5,"4,216","2,994","5,438",12,8.5,15.5,"2,924","1,980","3,868",11.2,7.6,14.8,"66,296","63,379","69,213",MS,"76,098","73,449","2,649",3.5,"66,296",148.2
MS,Sharkey County,791,729,930,563,26.3,24.2,30.9,18.7,MS,"1,444","1,099","1,789",33.6,25.6,41.6,516,368,664,49.1,35,63.2,370,253,487,46.6,31.9,61.3,"28,887","25,781","31,993",MS,"1,605","1,487",118,7.4,"28,887",64.6
MS,Sunflower County,"4,773","5,191","4,942","2,714",27.1,29.5,28,15.4,MS,"7,041","5,567","8,515",32.6,25.8,39.4,"2,378","1,759","2,997",42.3,31.3,53.3,"1,754","1,274","2,234",41.6,30.2,53,"31,329","27,968","34,690",MS,"7,774","7,160",614,7.9,"31,329",70
MS,Tallahatchie County,"3,094","3,148","2,581","1,133",31.1,31.6,25.9,11.4,MS,"3,852","2,956","4,748",33.4,25.6,41.2,"1,098",796,"1,400",40.5,29.4,51.6,765,527,"1,003",39.4,27.1,51.7,"32,692","29,425","35,959",MS,"5,262","4,978",284,5.4,"32,692",73.1
MS,Tate County,"3,417","6,043","5,857","3,226",18.4,32.6,31.6,17.4,MS,"4,827","3,899","5,755",17.6,14.2,21,"1,667","1,255","2,079",25.9,19.5,32.3,"1,152",827,"1,477",24,17.2,30.8,"48,082","43,030","53,134",MS,"12,259","11,646",613,5,"48,082",107.5
MS,Tippah County,"3,212","5,155","3,760","2,225",22.4,35.9,26.2,15.5,MS,"3,652","2,875","4,429",16.9,13.3,20.5,"1,224",881,"1,567",23.1,16.6,29.6,844,577,"1,111",21.5,14.7,28.3,"39,833","35,749","43,917",MS,"9,438","9,026",412,4.4,"39,833",89
MS,Tishomingo County,"2,852","5,596","3,839","1,361",20.9,41,28.1,10,MS,"2,912","2,267","3,557",15.2,11.8,18.6,881,633,"1,129",21.5,15.5,27.5,613,415,811,20,13.5,26.5,"41,455","37,050","45,860",MS,"8,497","8,106",391,4.6,"41,455",92.7
MS,Tunica County,"1,243","2,088","2,261","1,132",18.5,31.1,33.6,16.8,MS,"2,599","1,987","3,211",26.5,20.3,32.7,"1,253",890,"1,616",43.5,30.9,56.1,914,619,"1,209",44.8,30.3,59.3,"33,143","29,688","36,598",MS,"4,395","4,156",239,5.4,"33,143",74.1
MS,Walthall County,"1,903","4,464","2,073","1,310",19.5,45.8,21.3,13.4,MS,"3,350","2,582","4,118",23.4,18,28.8,"1,203",857,"1,549",36.8,26.2,47.4,855,581,"1,129",34.9,23.7,46.1,"33,566","29,869","37,263",MS,"5,048","4,722",326,6.5,"33,566",75
MS,Yalobusha County,"1,447","3,303","2,618","1,218",16.9,38.5,30.5,14.2,MS,"2,208","1,624","2,792",18.1,13.3,22.9,842,592,"1,092",30.8,21.7,39.9,586,390,782,29.6,19.7,39.5,"39,551","36,027","43,075",MS,"5,109","4,856",253,5,"39,551",88.4
MS,Yazoo County,"4,271","7,000","4,791","2,754",22.7,37.2,25.5,14.6,MS,"8,417","6,771","10,063",37.1,29.8,44.4,"2,522","1,915","3,129",41.2,31.3,51.1,"1,706","1,215","2,197",37.2,26.5,47.9,"33,111","29,618","36,604",MS,"9,357","8,831",526,5.6,"33,111",74
MO,Missouri,"430,529","1,266,430","1,246,796","1,181,083",10.4,30.7,30.2,28.6,MO,"785,343","769,878","800,808",13.2,12.9,13.5,"245,703","236,272","255,134",18.3,17.6,19,"166,723","158,453","174,993",17.1,16.3,17.9,"54,412","53,683","55,141",MO,"3,053,105","2,956,667","96,438",3.2,"54,412",100
MO,Andrew County,972,"4,609","3,632","2,877",8,38.1,30,23.8,MO,"1,429","1,101","1,757",8.2,6.3,10.1,453,320,586,11.4,8,14.8,324,219,429,10.9,7.4,14.4,"57,459","52,357","62,561",MO,"9,725","9,472",253,2.6,"57,459",105.6
MO,Audrain County,"2,555","8,177","4,340","2,557",14.5,46.4,24.6,14.5,MO,"3,883","3,051","4,715",16.7,13.1,20.3,"1,430","1,039","1,821",25.6,18.6,32.6,922,618,"1,226",23.9,16,31.8,"44,340","40,689","47,991",MO,"10,798","10,469",329,3,"44,340",81.5
MO,Bates County,"1,503","5,206","2,881","1,679",13.3,46.2,25.6,14.9,MO,"2,267","1,765","2,769",14.2,11,17.4,748,544,952,20.3,14.8,25.8,513,352,674,18.7,12.8,24.6,"45,955","42,161","49,749",MO,"7,861","7,561",300,3.8,"45,955",84.5
MO,Bollinger County,"1,792","4,050","2,044",820,20.6,46.5,23.5,9.4,MO,"1,871","1,441","2,301",15.6,12,19.2,549,392,706,21.9,15.7,28.1,379,259,499,19.7,13.4,26,"44,233","39,651","48,815",MO,"5,434","5,240",194,3.6,"44,233",81.3
MO,Callaway County,"4,303","11,392","8,090","6,803",14.1,37.2,26.4,22.2,MO,"4,795","3,813","5,777",11.7,9.3,14.1,"1,567","1,201","1,933",17.5,13.4,21.6,990,721,"1,259",15.1,11,19.2,"53,970","48,693","59,247",MO,"21,145","20,538",607,2.9,"53,970",99.2
MO,Cape Girardeau County,"4,667","16,126","14,123","15,353",9.3,32.1,28.1,30.5,MO,"10,334","8,707","11,961",13.8,11.6,16,"2,816","2,135","3,497",17.2,13,21.4,"1,903","1,395","2,411",16,11.7,20.3,"51,962","47,761","56,163",MO,"40,276","39,183","1,093",2.7,"51,962",95.5
MO,Chariton County,528,"2,594","1,201",977,10,48.9,22.7,18.4,MO,967,765,"1,169",13.4,10.6,16.2,322,241,403,19.3,14.5,24.1,227,164,290,18.6,13.4,23.8,"48,421","43,742","53,100",MO,"3,767","3,663",104,2.8,"48,421",89
MO,Cole County,"4,246","16,159","14,918","17,308",8.1,30.7,28.3,32.9,MO,"6,362","4,863","7,861",8.9,6.8,11,"2,019","1,438","2,600",12,8.5,15.5,"1,376",936,"1,816",11.2,7.6,14.8,"62,817","59,260","66,374",MO,"38,512","37,566",946,2.5,"62,817",115.4
MO,Cooper County,"1,349","4,751","3,507","2,623",11,38.8,28.7,21.4,MO,"2,242","1,811","2,673",14,11.3,16.7,753,588,918,20.7,16.2,25.2,481,352,610,17.8,13,22.6,"52,513","49,221","55,805",MO,"7,425","7,198",227,3.1,"52,513",96.5
MO,Dent County,"2,097","4,431","2,850","1,599",19.1,40.4,26,14.6,MO,"3,082","2,487","3,677",20.3,16.4,24.2,"1,070",824,"1,316",31.6,24.3,38.9,764,576,952,30.9,23.3,38.5,"39,392","35,795","42,989",MO,"6,213","6,011",202,3.3,"39,392",72.4
MO,Dunklin County,"4,919","7,497","5,022","2,631",24.5,37.4,25,13.1,MO,"7,462","6,196","8,728",26.1,21.7,30.5,"2,785","2,170","3,400",38.1,29.7,46.5,"1,963","1,508","2,418",36.7,28.2,45.2,"37,331","34,506","40,156",MO,"12,031","11,379",652,5.4,"37,331",68.6
MO,Gasconade County,"1,340","4,155","3,073","2,003",12.7,39.3,29.1,18.9,MO,"1,697","1,337","2,057",11.8,9.3,14.3,514,378,650,17.4,12.8,22,357,252,462,16.3,11.5,21.1,"52,282","48,703","55,861",MO,"7,746","7,524",222,2.9,"52,282",96.1
MO,Gentry County,488,"1,942","1,270",813,10.8,43,28.1,18,MO,"1,007",817,"1,197",15.5,12.6,18.4,317,231,403,19.6,14.3,24.9,223,158,288,19.5,13.8,25.2,"43,731","39,569","47,893",MO,"3,577","3,492",85,2.4,"43,731",80.4
MO,Hickory County,"1,105","3,175","2,299",732,15.1,43.4,31.4,10,MO,"1,677","1,254","2,100",17.8,13.3,22.3,547,384,710,34.5,24.2,44.8,374,246,502,32.3,21.3,43.3,"35,025","31,383","38,667",MO,"3,843","3,687",156,4.1,"35,025",64.4
MO,Holt County,301,"1,449",895,653,9.1,43.9,27.1,19.8,MO,572,444,700,13.3,10.3,16.3,178,130,226,19.7,14.4,25,122,84,160,18.1,12.5,23.7,"47,191","42,582","51,800",MO,"2,650","2,588",62,2.3,"47,191",86.7
MO,Howell County,"3,473","10,783","8,506","4,499",12.7,39.6,31.2,16.5,MO,"8,371","6,947","9,795",21.3,17.7,24.9,"2,859","2,190","3,528",30.6,23.4,37.8,"1,951","1,422","2,480",28.6,20.8,36.4,"36,762","33,352","40,172",MO,"16,274","15,704",570,3.5,"36,762",67.6
MO,Laclede County,"3,964","9,453","7,182","3,546",16.4,39.2,29.7,14.7,MO,"5,403","4,243","6,563",15.4,12.1,18.7,"1,898","1,366","2,430",22.2,16,28.4,"1,279",867,"1,691",20.9,14.2,27.6,"44,562","41,194","47,930",MO,"16,792","16,179",613,3.7,"44,562",81.9
MO,McDonald County,"3,530","6,106","3,632","1,779",23.5,40.6,24.1,11.8,MO,"4,083","3,242","4,924",17.9,14.2,21.6,"1,517","1,094","1,940",26.2,18.9,33.5,"1,056",714,"1,398",25.7,17.4,34,"40,204","36,259","44,149",MO,"10,460","10,143",317,3,"40,204",73.9
MO,Maries County,862,"2,554","2,026",891,13.6,40.3,32,14.1,MO,"1,205",944,"1,466",13.9,10.9,16.9,339,244,434,19.7,14.2,25.2,241,167,315,18,12.5,23.5,"46,371","41,701","51,041",MO,"3,878","3,752",126,3.2,"46,371",85.2
MO,Moniteau County,"1,679","4,501","2,434","2,017",15.8,42.3,22.9,19,MO,"1,723","1,354","2,092",11.7,9.2,14.2,592,410,774,15.3,10.6,20,410,269,551,14.3,9.4,19.2,"57,047","52,962","61,132",MO,"7,290","7,076",214,2.9,"57,047",104.8
MO,New Madrid County,"2,694","5,435","2,578","1,561",22,44.3,21,12.7,MO,"3,089","2,379","3,799",18.3,14.1,22.5,"1,048",725,"1,371",26.6,18.4,34.8,682,436,928,23.7,15.1,32.3,"38,093","34,573","41,613",MO,"8,036","7,660",376,4.7,"38,093",70
MO,Nodaway County,938,"4,805","3,253","3,466",7.5,38.6,26.1,27.8,MO,"3,715","3,196","4,234",19.8,17,22.6,463,338,588,13.8,10.1,17.5,316,218,414,13.7,9.5,17.9,"46,698","42,270","51,126",MO,"10,660","10,354",306,2.9,"46,698",85.8
MO,Oregon County,"1,379","3,051","2,227",929,18.2,40.2,29.4,12.2,MO,"2,468","1,948","2,988",23.8,18.8,28.8,874,649,"1,099",37.7,28,47.4,598,426,770,35.1,25,45.2,"32,720","29,141","36,299",MO,"3,945","3,810",135,3.4,"32,720",60.1
MO,Ozark County,"1,177","3,079","1,802",842,17.1,44.6,26.1,12.2,MO,"1,962","1,541","2,383",22,17.3,26.7,548,386,710,33.2,23.4,43,387,261,513,30.2,20.4,40,"34,367","30,806","37,928",MO,"3,446","3,271",175,5.1,"34,367",63.2
MO,Pemiscot County,"2,536","4,563","2,624","1,337",22.9,41.3,23.7,12.1,MO,"4,664","3,888","5,440",29.1,24.3,33.9,"1,827","1,431","2,223",44.5,34.9,54.1,"1,203",890,"1,516",40.9,30.2,51.6,"31,831","29,320","34,342",MO,"6,319","5,978",341,5.4,"31,831",58.5
MO,Pettis County,"4,189","9,690","9,050","5,159",14.9,34.5,32.2,18.4,MO,"6,885","5,750","8,020",16.6,13.9,19.3,"2,365","1,809","2,921",23.3,17.8,28.8,"1,553","1,118","1,988",21.1,15.2,27,"45,254","42,503","48,005",MO,"20,764","19,916",848,4.1,"45,254",83.2
MO,Phelps County,"3,420","8,361","7,912","8,232",12.2,29.9,28.3,29.5,MO,"7,517","6,140","8,894",18.1,14.8,21.4,"1,952","1,461","2,443",21.8,16.3,27.3,"1,325",964,"1,686",20.4,14.8,26,"43,079","39,680","46,478",MO,"19,687","19,089",598,3,"43,079",79.2
MO,Platte County,"3,110","14,600","21,292","27,998",4.6,21.8,31.8,41.8,MO,"5,925","4,719","7,131",5.8,4.6,7,"1,780","1,309","2,251",7.4,5.4,9.4,"1,182",831,"1,533",6.6,4.6,8.6,"82,567","75,853","89,281",MO,"58,039","56,565","1,474",2.5,"82,567",151.7
MO,Ralls County,832,"3,564","1,884",990,11.4,49,25.9,13.6,MO,923,697,"1,149",9.1,6.9,11.3,283,201,365,13.3,9.4,17.2,191,129,253,11.7,7.9,15.5,"57,549","52,011","63,087",MO,"5,619","5,463",156,2.8,"57,549",105.8
MO,Ray County,"2,035","7,256","4,303","2,189",12.9,46,27.3,13.9,MO,"2,220","1,734","2,706",9.9,7.7,12.1,738,550,926,14.6,10.9,18.3,479,329,629,12.6,8.7,16.5,"58,693","53,135","64,251",MO,"10,917","10,525",392,3.6,"58,693",107.9
MO,Reynolds County,991,"1,908","1,213",512,21.4,41.3,26.2,11.1,MO,"1,240",950,"1,530",20.3,15.6,25,378,272,484,33,23.7,42.3,268,186,350,30.4,21.1,39.7,"36,592","32,851","40,333",MO,"3,036","2,942",94,3.1,"36,592",67.2
MO,St. Charles County,"13,874","66,271","83,702","99,685",5.3,25.1,31.8,37.8,MO,"22,272","18,736","25,808",5.7,4.8,6.6,"6,411","5,107","7,715",7,5.6,8.4,"4,270","3,280","5,260",6.3,4.8,7.8,"82,048","79,267","84,829",MO,"224,590","219,001","5,589",2.5,"82,048",150.8
MO,Ste. Genevieve County,"1,430","5,054","3,908","2,239",11.3,40,30.9,17.7,MO,"1,720","1,310","2,130",9.8,7.5,12.1,526,379,673,13.9,10,17.8,361,249,473,12.8,8.8,16.8,"59,043","52,883","65,203",MO,"9,207","8,952",255,2.8,"59,043",108.5
MO,St. Francois County,"7,265","17,580","15,267","6,555",15.6,37.7,32.7,14,MO,"11,341","9,521","13,161",19,15.9,22.1,"3,366","2,649","4,083",24.6,19.4,29.8,"2,343","1,789","2,897",23.3,17.8,28.8,"45,584","42,267","48,901",MO,"26,531","25,577",954,3.6,"45,584",83.8
MO,Scotland County,713,"1,213",813,374,22.9,39,26.1,12,MO,685,522,848,14.1,10.7,17.5,333,234,432,23.3,16.4,30.2,232,155,309,23.2,15.5,30.9,"42,053","37,416","46,690",MO,"2,393","2,326",67,2.8,"42,053",77.3
MO,Shannon County,"1,113","2,468","1,311",915,19.2,42.5,22.6,15.8,MO,"1,829","1,384","2,274",22.6,17.1,28.1,643,455,831,37.4,26.5,48.3,460,308,612,35.5,23.7,47.3,"32,715","29,580","35,850",MO,"3,240","3,081",159,4.9,"32,715",60.1
MO,Stoddard County,"3,974","8,277","5,618","2,727",19.3,40.2,27.3,13.2,MO,"4,238","3,249","5,227",14.8,11.3,18.3,"1,356",959,"1,753",21.9,15.5,28.3,919,619,"1,219",20.3,13.7,26.9,"40,808","36,837","44,779",MO,"13,094","12,522",572,4.4,"40,808",75
MO,Taney County,"4,252","12,801","13,629","6,940",11.3,34,36.2,18.4,MO,"8,367","6,902","9,832",15.4,12.7,18.1,"2,645","1,950","3,340",23,17,29,"1,813","1,268","2,358",21.8,15.3,28.3,"40,887","38,761","43,013",MO,"26,951","25,569","1,382",5.1,"40,887",75.1
MO,Texas County,"3,048","7,304","5,377","2,590",16.6,39.9,29.4,14.1,MO,"5,806","4,780","6,832",24.6,20.3,28.9,"1,844","1,415","2,273",34.8,26.7,42.9,"1,231",898,"1,564",31.8,23.2,40.4,"34,824","31,681","37,967",MO,"9,034","8,672",362,4,"34,824",64
MO,Vernon County,"1,583","5,782","4,008","2,438",11.5,41.9,29,17.7,MO,"3,387","2,718","4,056",17.2,13.8,20.6,"1,109",802,"1,416",24,17.4,30.6,761,522,"1,000",22.6,15.5,29.7,"42,552","39,306","45,798",MO,"9,574","9,277",297,3.1,"42,552",78.2
MO,St. Louis city,"28,768","51,909","62,051","76,966",13.1,23.6,28.2,35,MO,"66,858","59,339","74,377",22.8,20.2,25.4,"21,558","18,180","24,936",38.4,32.4,44.4,"14,241","11,408","17,074",37.7,30.2,45.2,"43,263","41,328","45,198",MO,"151,245","145,477","5,768",3.8,"43,263",79.5
MT,Montana,"48,608","208,896","233,893","222,870",6.8,29.2,32.7,31.2,MT,"134,185","128,732","139,638",12.9,12.4,13.4,"36,711","34,369","39,053",16.4,15.4,17.4,"23,935","21,925","25,945",14.8,13.6,16,"55,248","54,156","56,340",MT,"528,834","509,568","19,266",3.6,"55,248",100
MT,Beaverhead County,289,"1,846","1,940","2,242",4.6,29.2,30.7,35.5,MT,"1,236",962,"1,510",13.8,10.7,16.9,262,181,343,17,11.7,22.3,177,114,240,16.1,10.3,21.9,"47,674","42,490","52,858",MT,"5,033","4,880",153,3,"47,674",86.3
MT,Big Horn County,912,"2,758","2,699","1,337",11.8,35.8,35,17.4,MT,"3,375","2,641","4,109",25.6,20,31.2,"1,484","1,082","1,886",33.7,24.6,42.8,"1,004",702,"1,306",31.7,22.2,41.2,"40,425","38,010","42,840",MT,"5,091","4,611",480,9.4,"40,425",73.2
MT,Broadwater County,240,"1,571","1,311","1,156",5.6,36.7,30.6,27,MT,617,470,764,10.3,7.9,12.7,186,130,242,15.5,10.9,20.1,126,82,170,14.1,9.2,19,"52,840","48,640","57,040",MT,"2,622","2,520",102,3.9,"52,840",95.6
MT,Carbon County,471,"2,320","2,684","2,574",5.9,28.8,33.3,32,MT,"1,247",986,"1,508",11.7,9.3,14.1,282,212,352,15.2,11.4,19,195,141,249,13.4,9.7,17.1,"53,661","48,135","59,187",MT,"5,471","5,282",189,3.5,"53,661",97.1
MT,Cascade County,"4,574","17,475","18,811","14,389",8.3,31.6,34,26,MT,"10,607","8,914","12,300",13.4,11.3,15.5,"2,859","2,101","3,617",16,11.8,20.2,"1,847","1,255","2,439",14.8,10,19.6,"50,054","47,315","52,793",MT,"37,781","36,453","1,328",3.5,"50,054",90.6
MT,Chouteau County,275,"1,276","1,306","1,074",7,32.5,33.2,27.3,MT,"1,060",860,"1,260",18.7,15.2,22.2,331,252,410,25.2,19.2,31.2,209,148,270,20.7,14.6,26.8,"44,645","40,111","49,179",MT,"2,472","2,399",73,3,"44,645",80.8
MT,Daniels County,63,508,469,291,4.7,38.2,35.2,21.9,MT,171,127,215,10.1,7.5,12.7,37,26,48,10.1,7,13.2,25,16,34,9,5.8,12.2,"44,659","39,665","49,653",MT,882,864,18,2,"44,659",80.8
MT,Deer Lodge County,707,"2,621","2,411","1,208",10.2,37.7,34.7,17.4,MT,"1,346","1,038","1,654",15.9,12.3,19.5,267,188,346,21.6,15.2,28,182,118,246,20.8,13.5,28.1,"45,641","41,845","49,437",MT,"5,124","4,945",179,3.5,"45,641",82.6
MT,Fallon County,93,693,817,336,4.8,35.7,42.1,17.3,MT,266,200,332,9.2,6.9,11.5,90,62,118,11.4,7.9,14.9,62,40,84,11,7.1,14.9,"62,029","55,427","68,631",MT,"1,694","1,664",30,1.8,"62,029",112.3
MT,Fergus County,562,"2,472","2,853","2,395",6.8,29.8,34.4,28.9,MT,"1,313",990,"1,636",12.2,9.2,15.2,364,253,475,16.2,11.3,21.1,235,149,321,14.5,9.2,19.8,"49,147","45,557","52,737",MT,"5,804","5,596",208,3.6,"49,147",89
MT,Flathead County,"4,211","20,728","23,631","20,694",6.1,29.9,34.1,29.9,MT,"11,288","9,207","13,369",11.2,9.1,13.3,"3,438","2,633","4,243",15.5,11.9,19.1,"2,200","1,581","2,819",13.6,9.8,17.4,"54,382","49,915","58,849",MT,"47,769","45,514","2,255",4.7,"54,382",98.4
MT,Glacier County,886,"3,334","2,274","1,523",11.1,41.6,28.4,19,MT,"3,629","2,930","4,328",27,21.8,32.2,"1,449","1,088","1,810",35.4,26.6,44.2,962,699,"1,225",33.9,24.7,43.1,"37,719","34,221","41,217",MT,"5,700","5,264",436,7.6,"37,719",68.3
MT,Golden Valley County,30,229,165,148,5.2,40,28.8,25.9,MT,150,111,189,18.9,14,23.8,47,33,61,32.6,22.7,42.5,32,21,43,31.4,20.3,42.5,"38,782","34,598","42,966",MT,369,352,17,4.6,"38,782",70.2
MT,Granite County,215,827,789,665,8.6,33.1,31.6,26.6,MT,449,340,558,13.4,10.1,16.7,103,72,134,20.1,14,26.2,69,45,93,17.5,11.4,23.6,"48,410","43,626","53,194",MT,"1,692","1,604",88,5.2,"48,410",87.6
MT,Hill County,"1,067","3,041","3,621","2,510",10.4,29.7,35.4,24.5,MT,"2,151","1,586","2,716",13.5,10,17,774,515,"1,033",17.6,11.7,23.5,508,320,696,17.3,10.9,23.7,"50,136","45,693","54,579",MT,"7,669","7,404",265,3.5,"50,136",90.7
MT,Judith Basin County,71,504,501,432,4.7,33.4,33.2,28.6,MT,260,196,324,13.3,10,16.6,63,43,83,16.8,11.6,22,44,29,59,15.4,10,20.8,"50,197","45,235","55,159",MT,911,881,30,3.3,"50,197",90.9
MT,Lewis and Clark County,"2,356","11,498","15,025","18,118",5,24.5,32,38.6,MT,"7,061","5,762","8,360",10.5,8.6,12.4,"1,931","1,437","2,425",13.4,10,16.8,"1,217",852,"1,582",11.7,8.2,15.2,"63,860","59,639","68,081",MT,"35,378","34,223","1,155",3.3,"63,860",115.6
MT,McCone County,82,492,431,193,6.8,41.1,36,16.1,MT,235,176,294,14.2,10.6,17.8,60,42,78,17.9,12.4,23.4,41,27,55,17,11.2,22.8,"43,650","38,854","48,446",MT,967,949,18,1.9,"43,650",79
MT,Meagher County,80,598,420,387,5.4,40.3,28.3,26.1,MT,285,214,356,15.9,12,19.8,97,67,127,31.3,21.7,40.9,66,43,89,31.1,20.3,41.9,"44,572","39,635","49,509",MT,956,920,36,3.8,"44,572",80.7
MT,Missoula County,"3,471","16,405","24,461","32,817",4.5,21.3,31.7,42.5,MT,"14,719","12,404","17,034",12.7,10.7,14.7,"2,904","2,083","3,725",13.2,9.5,16.9,"1,841","1,221","2,461",11.7,7.8,15.6,"56,207","54,096","58,318",MT,"63,147","61,087","2,060",3.3,"56,207",101.7
MT,Musselshell County,365,"1,481","1,147",492,10.5,42.5,32.9,14.1,MT,691,510,872,15,11.1,18.9,227,158,296,27.2,19,35.4,160,104,216,25.6,16.7,34.5,"43,371","38,854","47,888",MT,"2,279","2,185",94,4.1,"43,371",78.5
MT,Petroleum County,4,137,99,98,1.2,40.5,29.3,29,MT,83,62,104,16.2,12.1,20.3,29,20,38,31.5,21.7,41.3,20,13,27,27.4,17.4,37.4,"41,009","36,445","45,573",MT,281,270,11,3.9,"41,009",74.2
MT,Pondera County,299,"1,379","1,372","1,004",7.4,34,33.8,24.8,MT,"1,028",799,"1,257",17.8,13.8,21.8,346,254,438,26.8,19.7,33.9,229,160,298,25.7,17.9,33.5,"42,890","38,198","47,582",MT,"2,714","2,607",107,3.9,"42,890",77.6
MT,Powder River County,64,351,493,326,5.2,28.4,40,26.4,MT,205,155,255,12.2,9.2,15.2,46,32,60,16.4,11.3,21.5,32,21,43,15.7,10.1,21.3,"47,378","42,314","52,442",MT,967,940,27,2.8,"47,378",85.8
MT,Ravalli County,"2,796","9,381","10,391","8,372",9,30.3,33.6,27.1,MT,"6,628","5,638","7,618",15.5,13.2,17.8,"1,875","1,500","2,250",23,18.4,27.6,"1,163",857,"1,469",19.4,14.3,24.5,"50,055","45,296","54,814",MT,"19,929","19,110",819,4.1,"50,055",90.6
MT,Roosevelt County,856,"2,244","2,267","1,110",13.2,34.6,35,17.1,MT,"2,763","2,221","3,305",25.4,20.4,30.4,"1,065",764,"1,366",29.2,20.9,37.5,656,433,879,26.3,17.4,35.2,"40,179","35,993","44,365",MT,"4,466","4,267",199,4.5,"40,179",72.7
MT,Rosebud County,744,"1,855","2,139","1,041",12.9,32.1,37,18,MT,"1,523","1,178","1,868",17,13.2,20.8,570,404,736,22,15.6,28.4,377,247,507,20.7,13.6,27.8,"57,674","53,093","62,255",MT,"3,860","3,662",198,5.1,"57,674",104.4
MT,Sanders County,942,"3,757","2,592","1,505",10.7,42.7,29.5,17.1,MT,"1,871","1,452","2,290",16,12.4,19.6,499,344,654,24.8,17.1,32.5,337,215,459,24.2,15.4,33,"39,861","35,882","43,840",MT,"4,775","4,476",299,6.3,"39,861",72.1
