i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
MI,Ogemaw County,"2,270","6,108","5,401","1,891",14.5,39,34.5,12.1,MI,"3,289","2,643","3,935",15.9,12.8,19,"1,005",716,"1,294",26.6,19,34.2,724,493,955,25.5,17.4,33.6,"41,201","38,250","44,152",MI,"8,201","7,633",568,6.9,"41,201",72.7
MI,Ontonagon County,364,"2,005","1,695",861,7.4,40.7,34.4,17.5,MI,810,632,988,14.1,11,17.2,180,129,231,25,17.9,32.1,124,84,164,21.9,14.9,28.9,"40,798","37,818","43,778",MI,"2,095","1,931",164,7.8,"40,798",72
MI,Oscoda County,"1,030","2,323","2,160",661,16.7,37.6,35,10.7,MI,"1,408","1,100","1,716",17.1,13.3,20.9,446,317,575,28.2,20.1,36.3,317,215,419,28.6,19.4,37.8,"38,927","35,265","42,589",MI,"2,947","2,757",190,6.4,"38,927",68.7
MI,Otsego County,"1,357","5,847","5,869","4,170",7.9,33.9,34,24.2,MI,"2,771","2,272","3,270",11.4,9.3,13.5,827,609,"1,045",16.3,12,20.6,565,392,738,14.9,10.3,19.5,"51,292","47,281","55,303",MI,"11,589","10,978",611,5.3,"51,292",90.6
MI,Presque Isle County,"1,085","3,932","3,233","1,726",10.9,39.4,32.4,17.3,MI,"1,782","1,474","2,090",14.2,11.7,16.7,463,348,578,23.2,17.5,28.9,321,228,414,21.7,15.4,28,"45,502","41,804","49,200",MI,"5,036","4,633",403,8,"45,502",80.3
MI,Roscommon County,"1,908","7,691","6,475","2,816",10.1,40.7,34.3,14.9,MI,"4,038","3,250","4,826",17.1,13.8,20.4,"1,138",846,"1,430",33.3,24.8,41.8,810,590,"1,030",31.7,23.1,40.3,"38,613","35,375","41,851",MI,"7,844","7,232",612,7.8,"38,613",68.2
MI,Saginaw County,"13,876","44,370","45,954","27,827",10.5,33.6,34.8,21.1,MI,"31,323","27,576","35,070",17,15,19,"9,508","7,634","11,382",23.9,19.2,28.6,"6,244","4,751","7,737",21.5,16.3,26.7,"48,805","46,930","50,680",MI,"87,068","82,926","4,142",4.8,"48,805",86.2
MI,Sanilac County,"3,554","12,140","9,431","4,144",12.1,41.5,32.2,14.2,MI,"6,477","5,633","7,321",15.9,13.8,18,"1,899","1,471","2,327",22,17,27,"1,302",951,"1,653",20.2,14.7,25.7,"46,184","43,027","49,341",MI,"19,209","18,216",993,5.2,"46,184",81.5
MI,Schoolcraft County,602,"2,695","1,826",963,9.9,44.3,30,15.8,MI,"1,044",816,"1,272",13.2,10.3,16.1,293,212,374,22,15.9,28.1,201,139,263,19.9,13.8,26,"44,887","40,265","49,509",MI,"3,364","3,123",241,7.2,"44,887",79.2
MI,Shiawassee County,"3,613","17,352","18,633","8,215",7.6,36.3,39,17.2,MI,"7,279","5,950","8,608",10.8,8.8,12.8,"2,146","1,582","2,710",15.3,11.3,19.3,"1,404",970,"1,838",13.5,9.3,17.7,"54,149","50,126","58,172",MI,"33,231","31,798","1,433",4.3,"54,149",95.6
MI,Tuscola County,"4,045","15,824","12,905","5,180",10.7,41.7,34,13.6,MI,"6,580","5,499","7,661",12.7,10.6,14.8,"1,824","1,349","2,299",17.8,13.2,22.4,"1,253",879,"1,627",16.5,11.6,21.4,"51,113","48,649","53,577",MI,"23,758","22,457","1,301",5.5,"51,113",90.2
MI,Washtenaw County,"10,800","33,896","57,051","125,423",4.8,14.9,25.1,55.2,MI,"52,258","48,561","55,955",15,13.9,16.1,"8,599","7,142","10,056",12.6,10.5,14.7,"5,725","4,605","6,845",11.4,9.2,13.6,"72,267","69,033","75,501",MI,"195,926","189,923","6,003",3.1,"72,267",127.6
MI,Wexford County,"2,408","8,426","7,966","4,099",10.5,36.8,34.8,17.9,MI,"4,318","3,578","5,058",13.1,10.9,15.3,"1,479","1,098","1,860",19.7,14.6,24.8,"1,060",766,"1,354",19.3,13.9,24.7,"46,396","43,274","49,518",MI,"14,710","14,019",691,4.7,"46,396",81.9
MN,Minnesota,"262,401","930,058","1,216,521","1,322,782",7,24.9,32.6,35.4,MN,"527,445","514,989","539,901",9.6,9.4,9.8,"147,732","140,356","155,108",11.5,10.9,12.1,"100,105","93,461","106,749",10.8,10.1,11.5,"70,295","69,764","70,826",MN,"3,071,433","2,981,153","90,280",2.9,"70,295",100
MN,Aitkin County,"1,111","4,665","4,432","2,157",9,37.7,35.8,17.4,MN,"2,145","1,803","2,487",13.7,11.5,15.9,522,386,658,20.1,14.9,25.3,364,259,469,18.2,13,23.4,"44,016","40,893","47,139",MN,"7,186","6,780",406,5.6,"44,016",62.6
MN,Anoka County,"14,385","65,852","85,702","70,007",6.1,27.9,36.3,29.7,MN,"19,568","16,460","22,676",5.6,4.7,6.5,"6,117","4,778","7,456",7.4,5.8,9,"4,248","3,223","5,273",7,5.3,8.7,"82,284","79,732","84,836",MN,"196,693","191,195","5,498",2.8,"82,284",117.1
MN,Becker County,"1,697","7,379","8,358","5,644",7.4,32,36.2,24.5,MN,"3,764","3,105","4,423",11.1,9.2,13,"1,299",965,"1,633",15.8,11.7,19.9,869,607,"1,131",14.3,10,18.6,"59,440","56,004","62,876",MN,"18,606","17,938",668,3.6,"59,440",84.6
MN,Beltrami County,"2,437","7,906","9,914","7,907",8.7,28.1,35.2,28.1,MN,"8,220","7,055","9,385",18.4,15.8,21,"2,682","2,060","3,304",23.6,18.1,29.1,"1,802","1,329","2,275",22.3,16.5,28.1,"47,073","43,045","51,101",MN,"24,154","23,158",996,4.1,"47,073",67
MN,Big Stone County,357,"1,586","1,158",549,9.8,43.5,31.7,15,MN,549,423,675,11.3,8.7,13.9,158,111,205,15.4,10.8,20,121,83,159,16.1,11.1,21.1,"51,058","46,689","55,427",MN,"2,502","2,406",96,3.8,"51,058",72.6
MN,Blue Earth County,"2,259","10,298","13,039","12,940",5.9,26.7,33.8,33.6,MN,"9,693","8,578","10,808",15.1,13.4,16.8,"1,424","1,037","1,811",10.9,7.9,13.9,909,597,"1,221",9.8,6.5,13.1,"58,132","54,361","61,903",MN,"40,304","39,284","1,020",2.5,"58,132",82.7
MN,Carlton County,"1,460","8,470","9,294","5,571",5.9,34.2,37.5,22.5,MN,"3,454","2,828","4,080",10.1,8.3,11.9,866,677,"1,055",11,8.6,13.4,571,429,713,9.6,7.2,12,"60,412","55,910","64,914",MN,"17,828","17,091",737,4.1,"60,412",85.9
MN,Carver County,"2,346","12,334","19,051","31,252",3.6,19,29.3,48.1,MN,"3,945","3,086","4,804",3.8,3,4.6,"1,005",731,"1,279",3.7,2.7,4.7,627,427,827,3,2,4,"104,248","96,317","112,179",MN,"58,287","56,844","1,443",2.5,"104,248",148.3
MN,Chisago County,"2,145","12,797","15,123","7,737",5.7,33.9,40,20.5,MN,"3,508","2,869","4,147",6.4,5.2,7.6,922,703,"1,141",7.4,5.7,9.1,601,439,763,6.5,4.8,8.2,"82,814","76,927","88,701",MN,"29,794","28,786","1,008",3.4,"82,814",117.8
MN,Cottonwood County,752,"2,759","2,640","1,650",9.6,35.4,33.8,21.2,MN,"1,147",875,"1,419",10.4,7.9,12.9,437,314,560,16.1,11.6,20.6,295,202,388,15.2,10.4,20,"51,788","47,197","56,379",MN,"5,804","5,596",208,3.6,"51,788",73.7
MN,Crow Wing County,"2,844","13,779","17,759","11,032",6.3,30.3,39.1,24.3,MN,"8,105","7,093","9,117",12.6,11,14.2,"2,280","1,866","2,694",16.6,13.6,19.6,"1,499","1,189","1,809",14.8,11.7,17.9,"53,481","50,120","56,842",MN,"32,167","30,886","1,281",4,"53,481",76.1
MN,Dakota County,"14,448","58,074","91,276","117,629",5.1,20.6,32.4,41.8,MN,"26,434","23,113","29,755",6.3,5.5,7.1,"8,033","6,660","9,406",7.9,6.6,9.2,"6,085","5,103","7,067",8.1,6.8,9.4,"86,403","83,927","88,879",MN,"240,364","234,205","6,159",2.6,"86,403",122.9
MN,Faribault County,840,"3,804","3,534","1,773",8.4,38.2,35.5,17.8,MN,"1,569","1,268","1,870",11.7,9.5,13.9,514,389,639,17.6,13.3,21.9,328,232,424,15.3,10.8,19.8,"52,560","49,714","55,406",MN,"6,989","6,746",243,3.5,"52,560",74.8
MN,Fillmore County,"1,253","4,888","5,185","3,030",8.7,34,36.1,21.1,MN,"2,049","1,616","2,482",9.9,7.8,12,744,551,937,14.5,10.7,18.3,508,357,659,13.7,9.6,17.8,"58,761","55,423","62,099",MN,"11,480","11,120",360,3.1,"58,761",83.6
MN,Freeborn County,"2,214","8,131","7,819","3,652",10.1,37.3,35.8,16.7,MN,"2,948","2,372","3,524",9.9,8,11.8,857,629,"1,085",13.2,9.7,16.7,591,418,764,12.4,8.8,16,"52,010","47,697","56,323",MN,"16,023","15,508",515,3.2,"52,010",74
MN,Goodhue County,"1,833","10,662","11,816","8,125",5.7,32.9,36.4,25,MN,"3,250","2,637","3,863",7.1,5.8,8.4,792,591,993,7.9,5.9,9.9,497,337,657,6.7,4.6,8.8,"67,039","63,828","70,250",MN,"26,781","26,038",743,2.8,"67,039",95.4
MN,Hennepin County,"57,992","142,555","233,467","420,664",6.8,16.7,27.3,49.2,MN,"127,826","120,376","135,276",10.3,9.7,10.9,"31,551","27,628","35,474",11.6,10.2,13,"21,442","18,398","24,486",11.2,9.6,12.8,"76,067","74,737","77,397",MN,"702,946","685,282","17,664",2.5,"76,067",108.2
MN,Hubbard County,"1,085","4,685","5,299","4,131",7.1,30.8,34.9,27.2,MN,"2,535","2,110","2,960",12,10,14,833,653,"1,013",18.9,14.8,23,537,394,680,16.5,12.1,20.9,"55,687","52,401","58,973",MN,"9,875","9,379",496,5,"55,687",79.2
MN,Isanti County,"2,222","8,997","10,695","4,718",8.3,33.8,40.2,17.7,MN,"2,987","2,393","3,581",7.6,6.1,9.1,859,626,"1,092",9.4,6.9,11.9,583,402,764,8.5,5.9,11.1,"73,468","69,125","77,811",MN,"21,201","20,406",795,3.7,"73,468",104.5
MN,Itasca County,"2,095","9,832","13,222","7,405",6.4,30.2,40.6,22.7,MN,"5,206","4,315","6,097",11.8,9.8,13.8,"1,460","1,146","1,774",16.2,12.7,19.7,"1,002",765,"1,239",15.1,11.5,18.7,"53,143","49,576","56,710",MN,"21,784","20,599","1,185",5.4,"53,143",75.6
MN,Kanabec County,"1,091","4,565","4,050","1,656",9.6,40.2,35.6,14.6,MN,"1,800","1,421","2,179",11.3,8.9,13.7,590,429,751,17.4,12.6,22.2,398,271,525,15.8,10.8,20.8,"56,950","52,216","61,684",MN,"8,943","8,449",494,5.5,"56,950",81
MN,Kandiyohi County,"3,293","7,395","11,259","6,695",11.5,25.8,39.3,23.4,MN,"4,854","4,068","5,640",11.5,9.6,13.4,"1,834","1,477","2,191",17.9,14.4,21.4,"1,200",926,"1,474",16.4,12.7,20.1,"60,579","56,494","64,664",MN,"24,730","23,996",734,3,"60,579",86.2
MN,Kittson County,184,"1,176",989,737,6,38.1,32,23.9,MN,415,327,503,10,7.9,12.1,125,90,160,13.8,10,17.6,87,59,115,12.9,8.8,17,"54,438","48,760","60,116",MN,"2,334","2,266",68,2.9,"54,438",77.4
MN,Koochiching County,722,"3,385","3,635","1,657",7.7,36,38.7,17.6,MN,"1,811","1,453","2,169",14.9,12,17.8,477,356,598,21.6,16.1,27.1,341,246,436,20.6,14.9,26.3,"46,281","41,827","50,735",MN,"5,937","5,572",365,6.1,"46,281",65.8
MN,Lac qui Parle County,366,"1,840","1,841",953,7.3,36.8,36.8,19.1,MN,619,487,751,9.5,7.5,11.5,155,111,199,11.8,8.4,15.2,108,74,142,10.7,7.3,14.1,"52,445","48,324","56,566",MN,"3,520","3,391",129,3.7,"52,445",74.6
MN,Lake of the Woods County,242,"1,123",960,557,8.4,39,33.3,19.3,MN,383,298,468,10.4,8.1,12.7,98,73,123,14,10.5,17.5,66,47,85,12.9,9.2,16.6,"52,058","46,582","57,534",MN,"2,399","2,307",92,3.8,"52,058",74.1
MN,Le Sueur County,"1,382","6,675","6,792","4,275",7.2,34.9,35.5,22.4,MN,"2,191","1,780","2,602",7.8,6.3,9.3,585,447,723,8.7,6.6,10.8,367,259,475,7.4,5.2,9.6,"67,269","61,345","73,193",MN,"16,074","15,404",670,4.2,"67,269",95.7
MN,McLeod County,"1,732","8,997","9,549","4,422",7,36.4,38.7,17.9,MN,"2,520","2,012","3,028",7.1,5.7,8.5,735,543,927,9.1,6.7,11.5,488,342,634,8.2,5.8,10.6,"61,959","56,658","67,260",MN,"19,521","18,905",616,3.2,"61,959",88.1
MN,Mahnomen County,439,"1,275","1,239",410,13.1,37.9,36.8,12.2,MN,"1,135",957,"1,313",20.9,17.6,24.2,505,374,636,29.7,22,37.4,339,235,443,27.5,19.1,35.9,"43,162","39,288","47,036",MN,"2,323","2,215",108,4.6,"43,162",61.4
MN,Meeker County,"1,169","5,727","5,933","2,967",7.4,36.3,37.6,18.8,MN,"1,715","1,370","2,060",7.5,6,9,523,394,652,9.5,7.2,11.8,344,244,444,8.4,6,10.8,"66,557","62,835","70,279",MN,"13,159","12,697",462,3.5,"66,557",94.7
MN,Mille Lacs County,"1,796","6,731","6,415","2,703",10.2,38.1,36.4,15.3,MN,"3,163","2,697","3,629",12.4,10.6,14.2,995,776,"1,214",16.5,12.9,20.1,657,492,822,15.1,11.3,18.9,"53,289","49,123","57,455",MN,"12,837","12,212",625,4.9,"53,289",75.8
MN,Morrison County,"2,272","8,784","7,905","3,909",9.9,38.4,34.6,17.1,MN,"3,307","2,673","3,941",10.1,8.2,12,907,651,"1,163",11.9,8.6,15.2,622,420,824,11,7.4,14.6,"57,471","54,738","60,204",MN,"17,542","16,711",831,4.7,"57,471",81.8
MN,Mower County,"3,473","8,400","8,952","5,773",13.1,31.6,33.7,21.7,MN,"4,567","3,761","5,373",11.6,9.6,13.6,"1,317",998,"1,636",13.4,10.2,16.6,911,667,"1,155",12.7,9.3,16.1,"53,387","49,160","57,614",MN,"20,385","19,829",556,2.7,"53,387",75.9
MN,Nicollet County,"1,268","5,873","7,693","7,175",5.8,26.7,35,32.6,MN,"2,759","2,210","3,308",8.7,7,10.4,665,471,859,9,6.4,11.6,430,289,571,7.9,5.3,10.5,"66,209","60,058","72,360",MN,"20,785","20,322",463,2.2,"66,209",94.2
MN,Nobles County,"3,122","4,561","4,198","2,154",22.2,32.5,29.9,15.3,MN,"2,335","1,844","2,826",10.8,8.5,13.1,838,612,"1,064",14.3,10.5,18.1,564,390,738,13.8,9.5,18.1,"55,766","51,360","60,172",MN,"11,291","10,994",297,2.6,"55,766",79.3
MN,Norman County,397,"1,744","1,579",838,8.7,38.3,34.6,18.4,MN,691,534,848,10.9,8.4,13.4,257,184,330,16.8,12,21.6,172,117,227,15,10.2,19.8,"48,799","44,185","53,413",MN,"3,357","3,211",146,4.3,"48,799",69.4
MN,Olmsted County,"5,797","20,481","31,668","45,516",5.6,19.8,30.6,44,MN,"10,908","8,962","12,854",7.1,5.8,8.4,"3,141","2,323","3,959",8.3,6.1,10.5,"1,972","1,338","2,606",7.3,5,9.6,"76,001","71,930","80,072",MN,"87,755","85,721","2,034",2.3,"76,001",108.1
MN,Otter Tail County,"3,181","12,109","15,613","10,361",7.7,29.3,37.8,25.1,MN,"5,940","4,999","6,881",10.3,8.7,11.9,"1,776","1,383","2,169",14,10.9,17.1,"1,132",832,"1,432",12.4,9.1,15.7,"53,778","49,601","57,955",MN,"31,356","30,216","1,140",3.6,"53,778",76.5
MN,Pennington County,728,"3,285","3,762","1,958",7.5,33.8,38.7,20.1,MN,"1,278",997,"1,559",9.2,7.2,11.2,346,255,437,11,8.1,13.9,228,160,296,10.1,7.1,13.1,"57,494","52,054","62,934",MN,"8,765","8,397",368,4.2,"57,494",81.8
MN,Pine County,"2,196","8,437","7,464","3,078",10.4,39.8,35.2,14.5,MN,"3,319","2,707","3,931",12,9.8,14.2,877,635,"1,119",15.7,11.4,20,575,391,759,13.8,9.4,18.2,"50,387","46,119","54,655",MN,"14,868","14,139",729,4.9,"50,387",71.7
MN,Pipestone County,774,"2,155","1,974","1,332",12.4,34.6,31.7,21.4,MN,917,717,"1,117",10.4,8.1,12.7,345,254,436,15,11,19,239,170,308,14.5,10.3,18.7,"55,378","50,298","60,458",MN,"4,931","4,787",144,2.9,"55,378",78.8
MN,Ramsey County,"35,551","75,283","97,990","150,759",9.9,20.9,27.3,41.9,MN,"78,160","72,003","84,317",14.6,13.4,15.8,"26,401","23,339","29,463",20.9,18.5,23.3,"18,187","15,795","20,579",20.6,17.9,23.3,"62,937","60,948","64,926",MN,"288,134","280,330","7,804",2.7,"62,937",89.5
MN,Red Lake County,185,"1,072","1,063",473,6.6,38.4,38.1,16.9,MN,423,338,508,10.7,8.6,12.8,120,92,148,12.6,9.6,15.6,73,51,95,10.2,7.2,13.2,"54,412","48,598","60,226",MN,"2,226","2,111",115,5.2,"54,412",77.4
MN,Redwood County,957,"4,001","3,529","1,934",9.2,38.4,33.9,18.6,MN,"1,409","1,151","1,667",9.4,7.7,11.1,535,414,656,14.4,11.1,17.7,358,262,454,13.2,9.7,16.7,"56,760","53,267","60,253",MN,"7,610","7,335",275,3.6,"56,760",80.7
MN,Renville County,"1,114","3,733","3,959","1,480",10.8,36.3,38.5,14.4,MN,"1,505","1,209","1,801",10.5,8.4,12.6,513,392,634,15.4,11.8,19,357,263,451,14.9,11,18.8,"59,787","56,279","63,295",MN,"8,714","8,367",347,4,"59,787",85.1
MN,Rock County,523,"2,144","2,259","1,474",8.2,33.5,35.3,23,MN,815,631,999,8.9,6.9,10.9,282,204,360,12,8.7,15.3,193,134,252,10.8,7.5,14.1,"63,503","58,010","68,996",MN,"5,696","5,564",132,2.3,"63,503",90.3
MN,Roseau County,762,"3,640","4,018","2,014",7.3,34.9,38.5,19.3,MN,"1,261","1,010","1,512",8.5,6.8,10.2,419,316,522,11.7,8.8,14.6,270,188,352,10.1,7,13.2,"60,239","56,563","63,915",MN,"7,889","7,623",266,3.4,"60,239",85.7
MN,St. Louis County,"7,871","38,176","51,020","39,166",5.8,28,37.5,28.7,MN,"28,232","25,823","30,641",14.7,13.4,16,"5,327","4,235","6,419",14.5,11.5,17.5,"3,500","2,651","4,349",13.1,9.9,16.3,"53,833","50,948","56,718",MN,"101,903","98,115","3,788",3.7,"53,833",76.6
MN,Sherburne County,"3,342","16,854","23,816","16,582",5.5,27.8,39.3,27.4,MN,"6,098","5,074","7,122",6.5,5.4,7.6,"1,718","1,329","2,107",6.9,5.3,8.5,"1,029",746,"1,312",5.6,4.1,7.1,"81,850","77,380","86,320",MN,"52,162","50,506","1,656",3.2,"81,850",116.4
MN,Sibley County,933,"4,014","3,592","1,713",9.1,39.2,35,16.7,MN,"1,052",785,"1,319",7.1,5.3,8.9,357,254,460,10.3,7.3,13.3,251,173,329,9.6,6.6,12.6,"66,209","61,507","70,911",MN,"8,508","8,237",271,3.2,"66,209",94.2
MN,Stearns County,"7,746","27,007","35,190","26,894",8,27.9,36.3,27.8,MN,"18,879","16,482","21,276",12.4,10.8,14,"4,972","3,988","5,956",13.8,11.1,16.5,"3,351","2,643","4,059",13,10.3,15.7,"60,843","58,652","63,034",MN,"90,056","87,384","2,672",3,"60,843",86.6
MN,Steele County,"2,049","8,378","7,898","6,094",8.4,34.3,32.3,25,MN,"3,491","2,942","4,040",9.6,8.1,11.1,"1,096",840,"1,352",12.2,9.4,15,731,543,919,10.9,8.1,13.7,"65,323","59,381","71,265",MN,"20,465","19,854",611,3,"65,323",92.9
MN,Swift County,684,"2,226","2,549","1,195",10.3,33.5,38.3,18,MN,936,741,"1,131",10.2,8.1,12.3,293,211,375,13.8,9.9,17.7,192,131,253,12.4,8.5,16.3,"51,552","46,448","56,656",MN,"5,015","4,830",185,3.7,"51,552",73.3
MN,Traverse County,192,833,974,409,8,34.6,40.4,17,MN,418,321,515,13.1,10.1,16.1,149,108,190,22,15.9,28.1,104,72,136,20.9,14.4,27.4,"49,773","44,566","54,980",MN,"1,776","1,718",58,3.3,"49,773",70.8
MN,Wabasha County,"1,202","5,308","5,496","3,375",7.8,34.5,35.7,21.9,MN,"1,578","1,263","1,893",7.4,5.9,8.9,385,279,491,8.3,6,10.6,244,162,326,7.1,4.7,9.5,"63,633","59,856","67,410",MN,"12,213","11,848",365,3,"63,633",90.5
MN,Wadena County,890,"3,440","3,663","1,256",9.6,37.2,39.6,13.6,MN,"1,924","1,523","2,325",14.4,11.4,17.4,629,466,792,18.2,13.5,22.9,416,292,540,16.7,11.7,21.7,"46,312","42,750","49,874",MN,"5,907","5,597",310,5.2,"46,312",65.9
MN,Waseca County,894,"4,644","4,776","2,657",6.9,35.8,36.8,20.5,MN,"1,633","1,304","1,962",9.2,7.3,11.1,508,374,642,12,8.8,15.2,360,257,463,11.3,8.1,14.5,"58,335","53,256","63,414",MN,"8,974","8,606",368,4.1,"58,335",83
MN,Watonwan County,"1,220","3,036","1,982","1,125",16.6,41.2,26.9,15.3,MN,"1,152",906,"1,398",10.7,8.4,13,376,273,479,14.2,10.3,18.1,255,176,334,13.6,9.4,17.8,"51,962","46,766","57,158",MN,"6,521","6,294",227,3.5,"51,962",73.9
MN,Wilkin County,273,"1,341","1,836","1,060",6.1,29.7,40.7,23.5,MN,572,442,702,9.4,7.3,11.5,185,133,237,13.6,9.8,17.4,129,88,170,13.2,9,17.4,"61,387","55,890","66,884",MN,"3,521","3,415",106,3,"61,387",87.3
MN,Winona County,"2,175","8,546","11,161","9,275",7,27.4,35.8,29.8,MN,"6,126","5,297","6,955",13,11.2,14.8,997,720,"1,274",11.1,8,14.2,647,439,855,9.9,6.7,13.1,"56,076","51,541","60,611",MN,"28,698","27,941",757,2.6,"56,076",79.8
MN,Yellow Medicine County,598,"2,445","2,731","1,104",8.7,35.5,39.7,16.1,MN,"1,124",923,"1,325",11.7,9.6,13.8,340,257,423,15,11.3,18.7,242,178,306,14.7,10.8,18.6,"56,528","51,650","61,406",MN,"5,346","5,185",161,3,"56,528",80.4
MS,Mississippi,"316,345","596,564","625,228","429,177",16.1,30.3,31.8,21.8,MS,"571,402","557,711","585,093",19.8,19.3,20.3,"195,794","189,072","202,516",28.2,27.2,29.2,"138,665","132,814","144,516",27,25.9,28.1,"44,740","43,972","45,508",MS,"1,269,134","1,207,680","61,454",4.8,"44,740",100
MS,Alcorn County,"4,680","8,229","8,212","4,140",18.5,32.6,32.5,16.4,MS,"6,559","5,259","7,859",18.2,14.6,21.8,"1,940","1,457","2,423",23.4,17.6,29.2,"1,415",990,"1,840",22.8,16,29.6,"40,010","36,190","43,830",MS,"16,103","15,431",672,4.2,"40,010",89.4
MS,Amite County,"1,857","3,716","2,370","1,193",20.3,40.7,25.9,13.1,MS,"2,706","2,150","3,262",22.2,17.6,26.8,819,607,"1,031",32.9,24.4,41.4,578,407,749,31.5,22.2,40.8,"38,092","33,846","42,338",MS,"4,382","4,110",272,6.2,"38,092",85.1
MS,Attala County,"2,893","3,862","3,915","1,679",23.4,31.3,31.7,13.6,MS,"4,272","3,455","5,089",23.7,19.2,28.2,"1,493","1,110","1,876",32.6,24.2,41,"1,078",772,"1,384",31.4,22.5,40.3,"36,761","32,896","40,626",MS,"6,955","6,561",394,5.7,"36,761",82.2
MS,Bolivar County,"4,804","5,141","5,931","4,961",23.1,24.7,28.5,23.8,MS,"8,715","7,127","10,303",29.4,24,34.8,"2,923","2,214","3,632",38.9,29.5,48.3,"2,007","1,436","2,578",36.5,26.1,46.9,"33,116","30,441","35,791",MS,"12,389","11,628",761,6.1,"33,116",74
MS,Claiborne County,"1,196","1,619","1,472","1,014",22.6,30.5,27.8,19.1,MS,"2,827","2,178","3,476",36.3,28,44.6,858,627,"1,089",45.9,33.6,58.2,611,428,794,45.7,32,59.4,"29,631","26,386","32,876",MS,"3,013","2,735",278,9.2,"29,631",66.2
MS,Coahoma County,"3,116","3,582","5,427","2,507",21.3,24.5,37.1,17.1,MS,"7,893","6,536","9,250",35.9,29.7,42.1,"3,021","2,293","3,749",50.3,38.2,62.4,"2,094","1,509","2,679",49.3,35.5,63.1,"29,380","26,242","32,518",MS,"8,379","7,786",593,7.1,"29,380",65.7
MS,Copiah County,"3,796","6,266","6,152","2,685",20.1,33.2,32.6,14.2,MS,"7,364","6,155","8,573",26.5,22.2,30.8,"2,336","1,797","2,875",36.1,27.8,44.4,"1,677","1,254","2,100",35.2,26.3,44.1,"38,664","34,741","42,587",MS,"11,133","10,508",625,5.6,"38,664",86.4
MS,Forrest County,"6,090","12,447","15,284","12,917",13,26.6,32.7,27.6,MS,"17,341","14,786","19,896",24,20.5,27.5,"5,339","4,245","6,433",31.2,24.8,37.6,"3,973","3,196","4,750",32.3,26,38.6,"39,061","36,695","41,427",MS,"33,104","31,614","1,490",4.5,"39,061",87.3
MS,George County,"2,809","5,963","4,614","1,934",18.3,38.9,30.1,12.6,MS,"3,802","2,930","4,674",16.1,12.4,19.8,"1,490","1,090","1,890",23.6,17.2,30,"1,027",722,"1,332",23,16.2,29.8,"47,246","43,823","50,669",MS,"8,782","8,206",576,6.6,"47,246",105.6
MS,Grenada County,"2,873","3,963","4,699","2,822",20,27.6,32.7,19.7,MS,"4,621","3,764","5,478",22.3,18.2,26.4,"1,682","1,305","2,059",33.8,26.2,41.4,"1,081",754,"1,408",29.6,20.6,38.6,"39,633","35,483","43,783",MS,"9,556","9,144",412,4.3,"39,633",88.6
MS,Hinds County,"20,091","38,324","51,032","44,828",13,24.8,33.1,29.1,MS,"44,204","38,435","49,973",19.4,16.9,21.9,"17,022","14,234","19,810",30.4,25.4,35.4,"11,777","9,490","14,064",28.6,23,34.2,"44,776","42,642","46,910",MS,"106,905","101,839","5,066",4.7,"44,776",100.1
MS,Humphreys County,"1,588","1,812","1,324",794,28.8,32.8,24,14.4,MS,"3,015","2,343","3,687",37,28.8,45.2,"1,193",884,"1,502",56.3,41.7,70.9,865,623,"1,107",52,37.5,66.5,"28,542","26,040","31,044",MS,"2,193","1,998",195,8.9,"28,542",63.8
MS,Issaquena County,314,397,272,71,29.8,37.7,25.8,6.7,MS,409,311,507,40.5,30.8,50.2,66,47,85,50.8,36.1,65.5,49,33,65,51.6,34.8,68.4,"26,936","23,881","29,991",MS,369,336,33,8.9,"26,936",60.2
MS,Itawamba County,"3,375","4,743","5,457","2,109",21.5,30.2,34.8,13.4,MS,"3,066","2,328","3,804",13.7,10.4,17,880,610,"1,150",17.5,12.1,22.9,625,415,835,16.8,11.2,22.4,"45,720","40,973","50,467",MS,"10,378","9,955",423,4.1,"45,720",102.2
MS,Jefferson Davis County,"1,727","2,910","2,363","1,134",21.2,35.8,29.1,13.9,MS,"2,885","2,269","3,501",26,20.5,31.5,819,585,"1,053",37.6,26.9,48.3,600,408,792,37.6,25.6,49.6,"31,739","28,267","35,211",MS,"4,096","3,821",275,6.7,"31,739",70.9
