State,Area_name,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
NC,"Scotland County, NC","11,476","10,629",847,7.4,"36,730",68.1
NC,"Stanly County, NC","29,866","28,785","1,081",3.6,"51,491",95.5
NC,"Stokes County, NC","21,587","20,793",794,3.7,"50,826",94.3
NC,"Surry County, NC","34,033","32,828","1,205",3.5,"46,342",85.9
NC,"Swain County, NC","6,920","6,620",300,4.3,"43,121",80.0
NC,"Transylvania County, NC","14,286","13,742",544,3.8,"51,398",95.3
NC,"Tyrrell County, NC","1,477","1,384",93,6.3,"36,765",68.2
NC,"Union County, NC","121,603","117,317","4,286",3.5,"80,428",149.2
NC,"Vance County, NC","17,418","16,400","1,018",5.8,"40,263",74.7
NC,"Wake County, NC","585,448","565,356","20,092",3.4,"80,169",148.7
NC,"Warren County, NC","6,559","6,164",395,6.0,"38,430",71.3
NC,"Washington County, NC","4,619","4,342",277,6.0,"36,042",66.8
NC,"Watauga County, NC","28,906","27,884","1,022",3.5,"48,489",89.9
NC,"Wayne County, NC","52,574","50,291","2,283",4.3,"41,572",77.1
NC,"Wilkes County, NC","30,152","29,009","1,143",3.8,"44,080",81.7
NC,"Wilson County, NC","35,280","33,089","2,191",6.2,"44,015",81.6
NC,"Yadkin County, NC","17,623","17,024",599,3.4,"49,070",91.0
NC,"Yancey County, NC","8,246","7,947",299,3.6,"44,756",83.0
ND,North Dakota,"403,583","393,199","10,384",2.6,"65,250",100.0
ND,"Adams County, ND","1,058","1,037",21,2.0,"53,162",81.5
ND,"Barnes County, ND","5,211","5,072",139,2.7,"54,984",84.3
ND,"Benson County, ND","2,290","2,202",88,3.8,"42,407",65.0
ND,"Billings County, ND",422,410,12,2.8,"76,235",116.8
ND,"Bottineau County, ND","2,974","2,876",98,3.3,"59,161",90.7
ND,"Bowman County, ND","1,630","1,600",30,1.8,"62,270",95.4
ND,"Burke County, ND","1,066","1,041",25,2.3,"63,261",97.0
ND,"Burleigh County, ND","49,160","47,881","1,279",2.6,"72,277",110.8
ND,"Cass County, ND","101,737","99,441","2,296",2.3,"63,885",97.9
ND,"Cavalier County, ND","1,963","1,912",51,2.6,"60,314",92.4
ND,"Dickey County, ND","2,385","2,342",43,1.8,"53,286",81.7
ND,"Divide County, ND","1,520","1,500",20,1.3,"58,715",90.0
ND,"Dunn County, ND","3,031","2,982",49,1.6,"66,383",101.7
ND,"Eddy County, ND","1,234","1,174",60,4.9,"51,327",78.7
ND,"Emmons County, ND","1,473","1,403",70,4.8,"47,976",73.5
ND,"Foster County, ND","1,584","1,543",41,2.6,"58,096",89.0
ND,"Golden Valley County, ND",881,864,17,1.9,"58,075",89.0
ND,"Grand Forks County, ND","37,713","36,874",839,2.2,"54,311",83.2
ND,"Grant County, ND","1,200","1,169",31,2.6,"41,295",63.3
ND,"Griggs County, ND","1,046","1,023",23,2.2,"54,250",83.1
ND,"Hettinger County, ND","1,393","1,365",28,2.0,"51,455",78.9
ND,"Kidder County, ND","1,292","1,235",57,4.4,"45,401",69.6
ND,"LaMoure County, ND","2,105","2,064",41,1.9,"54,514",83.5
ND,"Logan County, ND",891,869,22,2.5,"50,141",76.8
ND,"McHenry County, ND","3,102","2,981",121,3.9,"54,795",84.0
ND,"McIntosh County, ND","1,138","1,108",30,2.6,"47,288",72.5
ND,"McKenzie County, ND","9,021","8,869",152,1.7,"76,224",116.8
ND,"McLean County, ND","4,726","4,571",155,3.3,"64,524",98.9
ND,"Mercer County, ND","3,920","3,756",164,4.2,"82,303",126.1
ND,"Morton County, ND","16,244","15,723",521,3.2,"68,043",104.3
ND,"Mountrail County, ND","7,042","6,932",110,1.6,"67,162",102.9
ND,"Nelson County, ND","1,403","1,357",46,3.3,"50,093",76.8
ND,"Oliver County, ND",873,838,35,4.0,"68,243",104.6
ND,"Pembina County, ND","3,353","3,222",131,3.9,"58,766",90.1
ND,"Pierce County, ND","1,763","1,707",56,3.2,"47,360",72.6
ND,"Ramsey County, ND","5,627","5,469",158,2.8,"54,814",84.0
ND,"Ransom County, ND","2,815","2,762",53,1.9,"61,634",94.5
ND,"Renville County, ND","1,212","1,183",29,2.4,"60,205",92.3
ND,"Richland County, ND","8,672","8,448",224,2.6,"61,174",93.8
ND,"Rolette County, ND","4,658","4,224",434,9.3,"42,021",64.4
ND,"Sargent County, ND","2,537","2,490",47,1.9,"64,756",99.2
ND,"Sheridan County, ND",682,651,31,4.5,"39,439",60.4
ND,"Sioux County, ND","1,240","1,190",50,4.0,"37,002",56.7
ND,"Slope County, ND",398,389,9,2.3,"49,843",76.4
ND,"Stark County, ND","18,171","17,737",434,2.4,"71,888",110.2
ND,"Steele County, ND",996,976,20,2.0,"66,929",102.6
ND,"Stutsman County, ND","10,508","10,249",259,2.5,"57,002",87.4
ND,"Towner County, ND","1,182","1,152",30,2.5,"51,848",79.5
ND,"Traill County, ND","4,421","4,306",115,2.6,"59,931",91.8
ND,"Walsh County, ND","5,263","5,100",163,3.1,"59,705",91.5
ND,"Ward County, ND","31,739","30,842",897,2.8,"63,938",98.0
ND,"Wells County, ND","1,977","1,917",60,3.0,"58,261",89.3
ND,"Williams County, ND","23,641","23,171",470,2.0,"79,354",121.6
OH,Ohio,"5,780,747","5,521,681","259,066",4.5,"56,155",100.0
OH,"Adams County, OH","10,895","10,130",765,7.0,"42,154",75.1
OH,"Allen County, OH","47,888","45,754","2,134",4.5,"50,301",89.6
OH,"Ashland County, OH","26,170","24,979","1,191",4.6,"54,362",96.8
OH,"Ashtabula County, OH","44,406","42,086","2,320",5.2,"46,950",83.6
OH,"Athens County, OH","27,855","26,283","1,572",5.6,"40,416",72.0
OH,"Auglaize County, OH","24,634","23,828",806,3.3,"63,754",113.5
OH,"Belmont County, OH","30,533","28,868","1,665",5.5,"48,989",87.2
OH,"Brown County, OH","19,445","18,403","1,042",5.4,"55,334",98.5
OH,"Butler County, OH","193,545","185,551","7,994",4.1,"61,053",108.7
OH,"Carroll County, OH","12,972","12,287",685,5.3,"50,002",89.0
OH,"Champaign County, OH","19,901","19,144",757,3.8,"57,701",102.8
OH,"Clark County, OH","63,076","60,202","2,874",4.6,"50,089",89.2
OH,"Clermont County, OH","105,988","101,651","4,337",4.1,"65,280",116.2
OH,"Clinton County, OH","17,549","16,630",919,5.2,"53,947",96.1
OH,"Columbiana County, OH","47,234","44,808","2,426",5.1,"44,938",80.0
OH,"Coshocton County, OH","14,405","13,519",886,6.2,"46,420",82.7
OH,"Crawford County, OH","18,021","17,078",943,5.2,"44,715",79.6
OH,"Cuyahoga County, OH","616,198","586,824","29,374",4.8,"50,006",89.0
OH,"Darke County, OH","25,854","24,852","1,002",3.9,"53,853",95.9
OH,"Defiance County, OH","18,197","17,397",800,4.4,"56,740",101.0
OH,"Delaware County, OH","109,007","105,317","3,690",3.4,"103,536",184.4
OH,"Erie County, OH","37,896","35,788","2,108",5.6,"53,135",94.6
OH,"Fairfield County, OH","77,150","74,020","3,130",4.1,"67,654",120.5
OH,"Fayette County, OH","14,092","13,513",579,4.1,"47,733",85.0
OH,"Franklin County, OH","689,443","663,145","26,298",3.8,"60,383",107.5
OH,"Fulton County, OH","22,320","21,342",978,4.4,"62,800",111.8
OH,"Gallia County, OH","12,289","11,550",739,6.0,"43,785",78.0
OH,"Geauga County, OH","49,369","47,425","1,944",3.9,"84,093",149.8
OH,"Greene County, OH","82,701","79,369","3,332",4.0,"68,380",121.8
OH,"Guernsey County, OH","18,750","17,721","1,029",5.5,"44,623",79.5
OH,"Hamilton County, OH","412,629","395,700","16,929",4.1,"57,300",102.0
OH,"Hancock County, OH","41,351","39,942","1,409",3.4,"61,579",109.7
OH,"Hardin County, OH","14,016","13,405",611,4.4,"49,580",88.3
OH,"Harrison County, OH","6,926","6,565",361,5.2,"50,301",89.6
OH,"Henry County, OH","13,297","12,644",653,4.9,"57,705",102.8
OH,"Highland County, OH","17,138","16,194",944,5.5,"49,161",87.5
OH,"Hocking County, OH","12,959","12,301",658,5.1,"50,568",90.1
OH,"Holmes County, OH","20,652","19,979",673,3.3,"60,828",108.3
OH,"Huron County, OH","27,954","26,316","1,638",5.9,"55,202",98.3
OH,"Jackson County, OH","12,788","11,957",831,6.5,"44,726",79.6
OH,"Jefferson County, OH","27,674","25,940","1,734",6.3,"42,821",76.3
OH,"Knox County, OH","31,379","30,020","1,359",4.3,"56,885",101.3
OH,"Lake County, OH","127,039","121,618","5,421",4.3,"65,883",117.3
OH,"Lawrence County, OH","23,797","22,471","1,326",5.6,"43,031",76.6
OH,"Licking County, OH","89,426","85,887","3,539",4.0,"66,145",117.8
OH,"Logan County, OH","23,127","22,270",857,3.7,"61,699",109.9
OH,"Lorain County, OH","154,668","147,076","7,592",4.9,"59,265",105.5
OH,"Lucas County, OH","209,633","198,680","10,953",5.2,"47,865",85.2
OH,"Madison County, OH","20,585","19,803",782,3.8,"61,645",109.8
OH,"Mahoning County, OH","104,224","98,091","6,133",5.9,"48,010",85.5
OH,"Marion County, OH","28,471","27,215","1,256",4.4,"45,419",80.9
OH,"Medina County, OH","97,984","94,194","3,790",3.9,"76,475",136.2
OH,"Meigs County, OH","8,964","8,319",645,7.2,"44,286",78.9
OH,"Mercer County, OH","23,625","22,978",647,2.7,"62,782",111.8
OH,"Miami County, OH","53,726","51,632","2,094",3.9,"59,922",106.7
OH,"Monroe County, OH","5,188","4,787",401,7.7,"46,314",82.5
OH,"Montgomery County, OH","250,991","239,637","11,354",4.5,"51,071",90.9
OH,"Morgan County, OH","6,710","6,310",400,6.0,"40,557",72.2
OH,"Morrow County, OH","16,655","15,889",766,4.6,"60,452",107.7
OH,"Muskingum County, OH","39,544","37,457","2,087",5.3,"49,586",88.3
OH,"Noble County, OH","4,767","4,451",316,6.6,"48,792",86.9
OH,"Ottawa County, OH","21,096","19,773","1,323",6.3,"58,345",103.9
OH,"Paulding County, OH","8,751","8,396",355,4.1,"53,876",95.9
OH,"Perry County, OH","15,752","14,868",884,5.6,"51,534",91.8
OH,"Pickaway County, OH","26,160","25,036","1,124",4.3,"58,742",104.6
OH,"Pike County, OH","10,867","10,163",704,6.5,"45,163",80.4
OH,"Portage County, OH","86,946","82,995","3,951",4.5,"63,689",113.4
OH,"Preble County, OH","21,164","20,306",858,4.1,"53,904",96.0
OH,"Putnam County, OH","18,662","18,039",623,3.3,"64,304",114.5
OH,"Richland County, OH","52,829","50,245","2,584",4.9,"49,668",88.4
OH,"Ross County, OH","34,790","33,220","1,570",4.5,"49,385",87.9
OH,"Sandusky County, OH","30,877","29,484","1,393",4.5,"53,978",96.1
OH,"Scioto County, OH","28,968","27,024","1,944",6.7,"41,267",73.5
OH,"Seneca County, OH","27,211","26,015","1,196",4.4,"52,165",92.9
OH,"Shelby County, OH","23,977","23,078",899,3.7,"63,398",112.9
OH,"Stark County, OH","186,047","176,955","9,092",4.9,"52,310",93.2
OH,"Summit County, OH","271,361","258,743","12,618",4.6,"58,890",104.9
OH,"Trumbull County, OH","87,625","82,192","5,433",6.2,"47,424",84.5
OH,"Tuscarawas County, OH","44,557","42,533","2,024",4.5,"51,030",90.9
OH,"Union County, OH","28,630","27,638",992,3.5,"84,861",151.1
OH,"Van Wert County, OH","14,406","13,901",505,3.5,"54,331",96.8
OH,"Vinton County, OH","5,497","5,158",339,6.2,"43,457",77.4
OH,"Warren County, OH","118,208","113,665","4,543",3.8,"87,391",155.6
OH,"Washington County, OH","27,154","25,634","1,520",5.6,"50,904",90.6
OH,"Wayne County, OH","61,098","58,905","2,193",3.6,"59,142",105.3
OH,"Williams County, OH","18,950","18,264",686,3.6,"54,581",97.2
OH,"Wood County, OH","70,786","67,961","2,825",4.0,"64,282",114.5
OH,"Wyandot County, OH","12,711","12,304",407,3.2,"55,995",99.7
OK,Oklahoma,"1,840,609","1,777,564","63,045",3.4,"51,914",100.0
OK,"Adair County, OK","8,177","7,834",343,4.2,"35,156",67.7
OK,"Alfalfa County, OK","2,899","2,836",63,2.2,"52,952",102.0
OK,"Atoka County, OK","5,071","4,860",211,4.2,"39,702",76.5
OK,"Beaver County, OK","3,017","2,956",61,2.0,"52,550",101.2
OK,"Beckham County, OK","11,419","11,121",298,2.6,"47,825",92.1
OK,"Blaine County, OK","4,482","4,391",91,2.0,"49,513",95.4
OK,"Bryan County, OK","20,963","20,293",670,3.2,"43,445",83.7
OK,"Caddo County, OK","12,126","11,689",437,3.6,"48,533",93.5
OK,"Canadian County, OK","73,548","71,503","2,045",2.8,"70,942",136.7
OK,"Carter County, OK","22,143","21,359",784,3.5,"48,660",93.7
OK,"Cherokee County, OK","18,824","18,025",799,4.2,"42,913",82.7
OK,"Choctaw County, OK","5,695","5,409",286,5.0,"35,308",68.0
OK,"Cimarron County, OK","1,377","1,351",26,1.9,"46,777",90.1
OK,"Cleveland County, OK","141,611","137,478","4,133",2.9,"62,343",120.1
OK,"Coal County, OK","2,294","2,208",86,3.7,"39,396",75.9
OK,"Comanche County, OK","48,360","46,458","1,902",3.9,"51,382",99.0
OK,"Cotton County, OK","2,736","2,650",86,3.1,"43,386",83.6
OK,"Craig County, OK","6,094","5,882",212,3.5,"43,074",83.0
OK,"Creek County, OK","31,494","30,285","1,209",3.8,"54,478",104.9
OK,"Custer County, OK","15,675","15,291",384,2.4,"49,577",95.5
OK,"Delaware County, OK","17,967","17,256",711,4.0,"40,287",77.6
OK,"Dewey County, OK","2,769","2,716",53,1.9,"50,728",97.7
OK,"Ellis County, OK","2,200","2,152",48,2.2,"51,867",99.9
OK,"Garfield County, OK","27,229","26,396",833,3.1,"52,387",100.9
OK,"Garvin County, OK","12,680","12,262",418,3.3,"47,858",92.2
OK,"Grady County, OK","26,309","25,497",812,3.1,"56,489",108.8
OK,"Grant County, OK","2,737","2,680",57,2.1,"49,073",94.5
OK,"Greer County, OK","1,966","1,886",80,4.1,"37,445",72.1
OK,"Harmon County, OK","1,207","1,172",35,2.9,"38,537",74.2
OK,"Harper County, OK","1,794","1,753",41,2.3,"55,112",106.2
OK,"Haskell County, OK","4,220","4,004",216,5.1,"37,776",72.8
OK,"Hughes County, OK","5,359","5,134",225,4.2,"37,566",72.4
OK,"Jackson County, OK","10,755","10,428",327,3.0,"47,747",92.0
OK,"Jefferson County, OK","2,586","2,498",88,3.4,"37,338",71.9
OK,"Johnston County, OK","5,199","5,045",154,3.0,"39,756",76.6
OK,"Kay County, OK","18,932","18,044",888,4.7,"45,700",88.0
OK,"Kingfisher County, OK","8,927","8,736",191,2.1,"59,266",114.2
OK,"Kiowa County, OK","3,527","3,380",147,4.2,"37,831",72.9
OK,"Latimer County, OK","3,218","3,025",193,6.0,"38,284",73.7
OK,"Le Flore County, OK","19,195","18,305",890,4.6,"38,709",74.6
OK,"Lincoln County, OK","15,696","15,134",562,3.6,"48,039",92.5
OK,"Logan County, OK","21,963","21,289",674,3.1,"69,114",133.1
OK,"Love County, OK","6,433","6,294",139,2.2,"48,725",93.9
OK,"McClain County, OK","19,540","18,995",545,2.8,"65,831",126.8
OK,"McCurtain County, OK","14,155","13,376",779,5.5,"37,390",72.0
OK,"McIntosh County, OK","6,866","6,460",406,5.9,"37,468",72.2
OK,"Major County, OK","4,011","3,925",86,2.1,"56,102",108.1
OK,"Marshall County, OK","6,752","6,495",257,3.8,"42,258",81.4
OK,"Mayes County, OK","19,830","19,160",670,3.4,"50,951",98.1
OK,"Murray County, OK","6,486","6,296",190,2.9,"50,031",96.4
OK,"Muskogee County, OK","29,239","28,058","1,181",4.0,"43,911",84.6
OK,"Noble County, OK","5,728","5,579",149,2.6,"54,210",104.4
OK,"Nowata County, OK","4,624","4,429",195,4.2,"45,734",88.1
OK,"Okfuskee County, OK","4,504","4,290",214,4.8,"37,545",72.3
OK,"Oklahoma County, OK","382,074","369,308","12,766",3.3,"52,346",100.8
OK,"Okmulgee County, OK","15,643","14,866",777,5.0,"42,354",81.6
OK,"Osage County, OK","20,702","19,806",896,4.3,"48,826",94.1
OK,"Ottawa County, OK","14,373","13,873",500,3.5,"38,194",73.6
OK,"Pawnee County, OK","7,356","7,049",307,4.2,"46,949",90.4
OK,"Payne County, OK","38,684","37,538","1,146",3.0,"47,748",92.0
OK,"Pittsburg County, OK","17,877","17,183",694,3.9,"42,376",81.6
OK,"Pontotoc County, OK","18,673","18,095",578,3.1,"48,450",93.3
OK,"Pottawatomie County, OK","32,608","31,391","1,217",3.7,"48,499",93.4
OK,"Pushmataha County, OK","4,501","4,266",235,5.2,"37,026",71.3
OK,"Roger Mills County, OK","1,878","1,833",45,2.4,"53,871",103.8
OK,"Rogers County, OK","44,931","43,436","1,495",3.3,"61,849",119.1
OK,"Seminole County, OK","9,505","9,053",452,4.8,"37,901",73.0
OK,"Sequoyah County, OK","16,358","15,648",710,4.3,"38,998",75.1
OK,"Stephens County, OK","18,537","17,802",735,4.0,"46,512",89.6
OK,"Texas County, OK","9,032","8,784",248,2.7,"51,812",99.8
OK,"Tillman County, OK","3,101","2,985",116,3.7,"41,186",79.3
OK,"Tulsa County, OK","322,205","311,337","10,868",3.4,"55,796",107.5
OK,"Wagoner County, OK","37,827","36,563","1,264",3.3,"62,889",121.1
OK,"Washington County, OK","22,944","22,043",901,3.9,"53,992",104.0
OK,"Washita County, OK","5,277","5,116",161,3.1,"47,484",91.5
OK,"Woods County, OK","4,646","4,546",100,2.2,"51,715",99.6
OK,"Woodward County, OK","9,273","9,018",255,2.7,"55,134",106.2
OR,Oregon,"2,097,202","2,012,235","84,967",4.1,"63,168",100.0
OR,"Baker County, OR","7,127","6,751",376,5.3,"45,972",72.8
OR,"Benton County, OR","48,224","46,727","1,497",3.1,"63,600",100.7
OR,"Clackamas County, OR","218,170","210,191","7,979",3.7,"81,061",128.3
OR,"Clatsop County, OR","19,268","18,496",772,4.0,"53,806",85.2
OR,"Columbia County, OR","24,327","23,120","1,207",5.0,"63,338",100.3
OR,"Coos County, OR","26,246","24,856","1,390",5.3,"48,352",76.5
OR,"Crook County, OR","9,510","8,953",557,5.9,"51,348",81.3
OR,"Curry County, OR","8,953","8,420",533,6.0,"48,788",77.2
OR,"Deschutes County, OR","95,091","91,160","3,931",4.1,"67,372",106.7
OR,"Douglas County, OR","46,500","44,054","2,446",5.3,"47,020",74.4
OR,"Gilliam County, OR",858,825,33,3.8,"54,325",86.0
OR,"Grant County, OR","3,140","2,921",219,7.0,"46,141",73.0
OR,"Harney County, OR","3,539","3,329",210,5.9,"43,370",68.7
OR,"Hood River County, OR","14,482","14,011",471,3.3,"66,607",105.4
OR,"Jackson County, OR","104,277","99,404","4,873",4.7,"55,511",87.9
OR,"Jefferson County, OR","10,180","9,635",545,5.4,"50,376",79.7
OR,"Josephine County, OR","35,632","33,693","1,939",5.4,"46,578",73.7
OR,"Klamath County, OR","29,565","27,720","1,845",6.2,"45,374",71.8
OR,"Lake County, OR","3,580","3,384",196,5.5,"44,847",71.0
OR,"Lane County, OR","181,367","173,399","7,968",4.4,"53,161",84.2
OR,"Lincoln County, OR","21,063","20,056","1,007",4.8,"49,265",78.0
OR,"Linn County, OR","58,764","56,053","2,711",4.6,"54,292",85.9
OR,"Malheur County, OR","12,440","11,882",558,4.5,"42,624",67.5
OR,"Marion County, OR","161,066","154,278","6,788",4.2,"56,408",89.3
OR,"Morrow County, OR","5,738","5,496",242,4.2,"55,343",87.6
OR,"Multnomah County, OR","452,492","436,194","16,298",3.6,"70,756",112.0
OR,"Polk County, OR","39,682","37,986","1,696",4.3,"62,389",98.8
OR,"Sherman County, OR",899,863,36,4.0,"58,838",93.1
OR,"Tillamook County, OR","11,850","11,342",508,4.3,"52,486",83.1
OR,"Umatilla County, OR","36,550","34,776","1,774",4.9,"53,917",85.4
OR,"Union County, OR","11,955","11,325",630,5.3,"50,616",80.1
OR,"Wallowa County, OR","3,403","3,204",199,5.8,"48,137",76.2
OR,"Wasco County, OR","13,360","12,801",559,4.2,"52,269",82.7
OR,"Washington County, OR","322,719","311,753","10,966",3.4,"82,819",131.1
OR,"Wheeler County, OR",722,698,24,3.3,"39,579",62.7
OR,"Yamhill County, OR","54,468","52,479","1,989",3.7,"61,776",97.8
PA,Pennsylvania,"6,423,711","6,150,782","272,929",4.2,"60,891",100.0
PA,"Adams County, PA","55,138","53,346","1,792",3.3,"62,877",103.3
PA,"Allegheny County, PA","644,152","618,427","25,725",4.0,"59,881",98.3
PA,"Armstrong County, PA","32,024","30,434","1,590",5.0,"49,436",81.2
PA,"Beaver County, PA","83,538","79,769","3,769",4.5,"54,823",90.0
PA,"Bedford County, PA","23,619","22,569","1,050",4.4,"50,257",82.5
PA,"Berks County, PA","212,675","203,905","8,770",4.1,"62,519",102.7
PA,"Blair County, PA","59,359","56,888","2,471",4.2,"49,244",80.9
PA,"Bradford County, PA","28,846","27,601","1,245",4.3,"50,978",83.7
PA,"Bucks County, PA","340,387","327,738","12,649",3.7,"88,538",145.4
PA,"Butler County, PA","99,171","95,362","3,809",3.8,"67,161",110.3
PA,"Cambria County, PA","58,136","55,147","2,989",5.1,"45,163",74.2
PA,"Cameron County, PA","2,133","2,028",105,4.9,"41,770",68.6
PA,"Carbon County, PA","31,673","30,089","1,584",5.0,"53,901",88.5
PA,"Centre County, PA","79,540","76,979","2,561",3.2,"58,258",95.7
PA,"Chester County, PA","282,564","273,694","8,870",3.1,"99,224",163.0
PA,"Clarion County, PA","17,375","16,549",826,4.8,"46,284",76.0
PA,"Clearfield County, PA","35,679","33,918","1,761",4.9,"46,706",76.7
PA,"Clinton County, PA","18,330","17,368",962,5.2,"50,999",83.8
PA,"Columbia County, PA","33,444","31,875","1,569",4.7,"50,774",83.4
PA,"Crawford County, PA","38,846","37,049","1,797",4.6,"50,805",83.4
PA,"Cumberland County, PA","130,541","126,243","4,298",3.3,"71,695",117.7
PA,"Dauphin County, PA","142,543","136,932","5,611",3.9,"57,979",95.2
PA,"Delaware County, PA","295,691","283,945","11,746",4.0,"71,961",118.2
PA,"Elk County, PA","15,853","15,250",603,3.8,"54,876",90.1
PA,"Erie County, PA","129,023","123,024","5,999",4.6,"48,453",79.6
PA,"Fayette County, PA","56,742","53,459","3,283",5.8,"50,381",82.7
PA,"Forest County, PA","1,816","1,704",112,6.2,"41,750",68.6
PA,"Franklin County, PA","76,885","74,069","2,816",3.7,"60,744",99.8
PA,"Fulton County, PA","7,857","7,550",307,3.9,"52,277",85.9
PA,"Greene County, PA","16,574","15,776",798,4.8,"50,956",83.7
PA,"Huntingdon County, PA","19,785","18,747","1,038",5.2,"49,019",80.5
PA,"Indiana County, PA","38,719","36,836","1,883",4.9,"47,999",78.8
